108	A player is throwing the ball	A player is running with the ball	NEUTRAL	3.5	A_contradicts_B	B_neutral_A	A running back running with the football.	A running back running with the football.	FLICKR	FLICKR	TEST A:throwing,B:running,B:with,
110	Two teams are competing in a football match	Two teams are competing in a baseball game	NEUTRAL	3.9	A_neutral_B	B_neutral_A	Two teams compete in football.	Two teams compete in football.	FLICKR	FLICKR	TEST A:football,A:match,B:baseball,B:game,
118	Five children are standing in front of a wooden hut	Five children are standing in front of a hut made of wood	ENTAILMENT	4.8	A_entails_B	B_entails_A	Five children are standing in front of a wooden hut.	Five children are standing in front of a wooden hut.	FLICKR	FLICKR	TEST A:wooden,B:made,B:wood,
122	Five kids are standing close together and one kid has a gun	Five kids are standing close together and none of the kids has a gun	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	There are five kids standing next to each other, and the one in the red has a gun.	There are five kids standing next to each other, and the one in the red has a gun.	FLICKR	FLICKR	TRAIN A:one,A:kid,B:none,B:of,
131	A person is wearing a hat and is sitting on the grass	A person is sitting in a field and is wearing a hat	NEUTRAL	4.1	A_neutral_B	B_neutral_A	A person wearing a hat sits on the grass with a mountain behind him.	A person wearing a hat sits on the grass with a mountain behind him.	FLICKR	FLICKR	TRAIN A:on,A:grass,B:in,B:field,
152	A deer is jumping a fence	There is no deer jumping fences	CONTRADICTION	4.1	A_contradicts_B	B_contradicts_A	A deer jumps a fence.	A deer jumps a fence.	FLICKR	FLICKR	TEST A:fence,B:There,B:no,B:fences,
155	A deer is jumping over the enclosure	A deer is jumping a fence	NEUTRAL	4.2	A_neutral_B	B_neutral_A	A deer jumps a fence.	A deer is jumping over a fence.	FLICKR	FLICKR	TEST A:over,A:enclosure,B:fence,
156	A deer is jumping a fence	A deer isn't jumping over the fence	CONTRADICTION	3.55	A_contradicts_B	B_contradicts_A	A deer jumps a fence.	A deer is jumping over a fence.	FLICKR	FLICKR	TEST A:is,B:isn't,B:over,
175	A family is watching a little boy who is hitting a baseball	A boy is hitting a baseball	ENTAILMENT	4.2	A_entails_B	B_neutral_A	A little boy hits a baseball while his family watches	A child hits a baseball.	FLICKR	FLICKR	TEST A:family,A:watching,A:little,A:who,
178	A large group of Asian people is eating at a restaurant	A group of people from Asia is eating at a restaurant	ENTAILMENT	4.8	A_entails_B	B_neutral_A	A large group of asian people are eating at a restaurant.	A large group of asian people are eating at a restaurant.	FLICKR	FLICKR	TEST A:large,A:Asian,B:from,B:Asia,
191	A motorcycle rider is standing up on the seat of a white motorcycle	A motorcycle is riding standing up on the seat of the vehicle	ENTAILMENT	4.1	A_entails_B	B_neutral_A	A motorcycle rider starts to sand up on the seat of his white motorcycle.	A motorcycle rider starts to sand up on the seat of his white motorcycle.	FLICKR	FLICKR	TEST A:rider,A:white,B:riding,B:vehicle,
193	Someone is on a black and white motorcycle and is standing on the seat	A rider is on a black and white bike and is standing on the seat	ENTAILMENT	4.6	A_entails_B	B_neutral_A	Someone is on a black and white motorcycle and putting their feet on the seat.	Someone is on a black and white motorcycle and putting their feet on the seat.	FLICKR	FLICKR	TEST A:Someone,A:motorcycle,B:rider,B:bike,
194	Nobody is on a motorcycle and is standing on the seat	Someone is on a black and white motorcycle and is standing on the seat	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	Someone is on a black and white motorcycle and putting their feet on the seat.	Someone is on a black and white motorcycle and putting their feet on the seat.	FLICKR	FLICKR	TRAIN A:Nobody,B:Someone,B:black,B:white,
202	A man with a helmet painted red is riding a blue motorcycle down the road	A motorcyclist with a red helmet is riding a blue motorcycle down the road	ENTAILMENT	4.8	A_entails_B	B_entails_A	A motorcyclist with a red helmet rides his blue motorcycle down the road.	A motorcyclist with a red helmet rides his blue motorcycle down the road.	FLICKR	FLICKR	TRAIN A:man,A:painted,B:motorcyclist,
209	A dog is catching a stick in the air and another is watching	A dog is leaping high in the air and another is watching	ENTAILMENT	4.2	A_entails_B	B_neutral_A	A dog leaps high in the air while another watches.	A dog leaps high in the air while another watches.	FLICKR	FLICKR	TEST A:catching,A:stick,B:leaping,B:high,
218	A girl in white is dancing	A girl is wearing white clothes and is dancing	ENTAILMENT	4.9	A_entails_B	B_entails_A	A girl in white dances.	A girl in white dances.	FLICKR	FLICKR	TRIAL A:in,B:wearing,B:clothes,B:and,
220	The dancer is dancing in front of the sound equipment	The blond girl is dancing in front of the sound equipment	NEUTRAL	4.4	A_neutral_B	B_neutral_A	The blonde girl is dancing on stage in front of the sound equipment.	The blonde girl is dancing on stage in front of the sound equipment.	FLICKR	FLICKR	TEST A:dancer,B:blond,B:girl,
221	The blond girl is dancing behind the sound equipment	The blond girl is dancing in front of the sound equipment	NEUTRAL	3.9	A_contradicts_B	B_neutral_A	The blonde girl is dancing on stage in front of the sound equipment.	The blonde girl is dancing on stage in front of the sound equipment.	FLICKR	FLICKR	TEST A:behind,B:in,B:front,B:of,
230	The children of a family are playing and waiting	There are no children playing and waiting	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	The children of a family play while they wait.	The children of a family play while they wait.	FLICKR	FLICKR	TEST A:of,A:family,B:There,B:no,
244	The woman is not wearing glasses or a headdress	The woman is wearing glasses and a black headdress	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	The woman in glasses is wearing a black head dress.	The woman in glasses is wearing a black head dress.	FLICKR	FLICKR	TEST A:not,A:or,B:and,B:black,
247	The woman is not wearing glasses or a headdress	A woman is wearing an Egyptian headdress	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A woman wears an Egytian-like headdress.	The woman in glasses is wearing a black head dress.	FLICKR	FLICKR	TEST A:not,A:glasses,A:or,B:Egyptian,
248	The black woman is wearing glasses over the headdress	A woman is wearing an Egyptian headdress	NEUTRAL	3.6	A_neutral_B	B_neutral_A	The woman in glasses is wearing a black head dress.	A woman wears an Egytian-like headdress.	FLICKR	FLICKR	TRAIN A:black,A:glasses,A:over,B:Egyptian,
250	A woman is wearing an Indian headdress	The woman is wearing glasses and a black headdress	NEUTRAL	3	A_neutral_B	B_neutral_A	The woman in glasses is wearing a black head dress.	A woman wears an Egytian-like headdress.	FLICKR	FLICKR	TEST A:Indian,B:glasses,B:and,B:black,
252	The woman is wearing glasses and a black headdress	A woman is wearing an Egyptian headdress	NEUTRAL	3.8	A_neutral_B	B_neutral_A	A woman wears an Egytian-like headdress.	The woman in glasses is wearing a black head dress.	FLICKR	FLICKR	TEST A:glasses,A:and,A:black,B:Egyptian,
253	A hiker is on top of the mountain and is doing a joyful dance	A hiker is on top of the mountain and is dancing	ENTAILMENT	4.7	A_entails_B	B_neutral_A	This hiker does a dance of joy on top of the mountain.	This hiker does a dance of joy on top of the mountain.	FLICKR	FLICKR	TRIAL A:doing,A:joyful,A:dance,B:dancing,
254	A hiker is on top of the mountain and is dancing	There is no hiker dancing on top of the mountain	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	This hiker does a dance of joy on top of the mountain.	This hiker does a dance of joy on top of the mountain.	FLICKR	FLICKR	TRAIN A:and,B:There,B:no,
256	There is no man on a rock high above some trees standing in a strange position	A man is on a rock high above some trees and is standing in a strange position	CONTRADICTION	4.3	A_contradicts_B	B_contradicts_A	A man stands in a strange position on a rock high above some trees.	A man stands in a strange position on a rock high above some trees.	FLICKR	FLICKR	TRAIN A:There,A:no,B:and,
262	A cowgirl is riding a brown horse and is cornering a barrel	A cowgirl is riding a horse and corners a barrel	ENTAILMENT	4.7	A_entails_B	B_entails_A	A cowgirl corners a barrel riding a horse.	A cowgirl corners a barrel riding a horse.	FLICKR	FLICKR	TEST A:brown,A:cornering,B:corners,
263	A cowboy is riding a horse and cornering a barrel	A cowgirl is riding a horse and corners a barrel	NEUTRAL	4.1	A_neutral_B	B_neutral_A	A cowgirl corners a barrel riding a horse.	A cowgirl corners a barrel riding a horse.	FLICKR	FLICKR	TEST A:cowboy,A:cornering,B:cowgirl,B:corners,
266	The brown horse is near a red barrel at the rodeo	The brown horse is far from a red barrel at the rodeo	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	The brown horse is next to a red barrel at the rodeo.	The brown horse is next to a red barrel at the rodeo.	FLICKR	FLICKR	TRAIN A:near,B:far,B:from,
275	The kid is swimming through the blue ocean	The boy is wading through the blue ocean	NEUTRAL	4.2	A_neutral_B	B_neutral_A	The boy is wading through the blue ocean.	The boy is wading through the blue ocean.	FLICKR	FLICKR	TEST A:kid,A:swimming,B:boy,B:wading,
276	The boy is sitting near the blue ocean	The boy is wading through the blue ocean	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	The boy is wading through the blue ocean.	The boy is wading through the blue ocean.	FLICKR	FLICKR	TRAIN A:sitting,A:near,B:wading,B:through,
300	A nude lady is walking in front of many people in body paint	A nude lady is walking in front of a crowd in body paint	ENTAILMENT	4.7	A_entails_B	B_entails_A	A nude lady walks in front of a crowd in body paint.	A nude lady walks in front of a crowd in body paint.	FLICKR	FLICKR	TEST A:many,A:people,B:crowd,
301	A nude lady is walking in front of a crowd in body paint	There is no lady walking in body paint in front of a crowd 	CONTRADICTION	2.9	A_contradicts_B	B_contradicts_A	A nude lady walks in front of a crowd in body paint.	A nude lady walks in front of a crowd in body paint.	FLICKR	FLICKR	TRAIN A:nude,B:There,B:no,
303	A young, topless woman is covered in paint	A topless girl is covered in paint	ENTAILMENT	4.4	A_entails_B	B_entails_A	A young woman, topless except for paint or mud.	A young woman, topless except for paint or mud.	FLICKR	FLICKR	TRAIN A:young,,A:woman,B:girl,
311	A group of people is near the ocean	A crowd of people is near the water	ENTAILMENT	4.3	A_entails_B	B_neutral_A	Crowd of people near the water.	Crowd of people near the water.	FLICKR	FLICKR	TRAIN A:group,A:ocean,B:crowd,B:water,
312	A crowd of people is near the water	A crowd of people is far from the water	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	Crowd of people near the water.	Crowd of people near the water.	FLICKR	FLICKR	TRAIN A:near,B:far,B:from,
315	A group of mothers in uniforms is standing near the children and one is kissing the gate	A group of children in uniforms is standing at a gate and one is kissing the mother	NEUTRAL	3.3	A_neutral_B	B_neutral_A	Group of schoolchildren in uniforms standing at a gate, one kissing her mother goodbye.	Group of schoolchildren in uniforms standing at a gate, one kissing her mother goodbye.	FLICKR	FLICKR	TRAIN A:mothers,A:near,B:at,B:mother,
323	A man is in a parking lot and is playing tennis against a large wall	A man is in a parking lot and is playing tennis against a friend	NEUTRAL	3.9	A_neutral_B	B_contradicts_A	A man is playing tennis with himself against a large wall in a parking lot.	A man is playing tennis with himself against a large wall in a parking lot.	FLICKR	FLICKR	TRAIN A:large,A:wall,B:friend,
324	A man is pointing at a silver sedan	A man is pointing at a car	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A man in the near distance is pointing to a silver sedan near him.	A man in the near distance is pointing to a silver sedan near him.	FLICKR	FLICKR	TEST A:silver,A:sedan,B:car,
331	A group of people is on a beach	A group of people is near the sea	ENTAILMENT	4	A_entails_B	B_neutral_A	A group of people at a distance on a beach.	A group of people at a distance on a beach.	FLICKR	FLICKR	TRAIN A:on,A:beach,B:near,B:sea,
342	A girl with a black bag is on a crowded train	A cramped black train is on the bag of a girl	NEUTRAL	2.7	A_neutral_B	B_neutral_A	A girl with a black bag in a cramped position on a train	A girl with a black bag in a cramped position on a train	FLICKR	FLICKR	TRAIN A:with,A:crowded,B:cramped,B:of,
351	A dog is chasing another and is holding a stick in its mouth	A dog is chasing another and is holding a piece of wood in its mouth	ENTAILMENT	4.6	A_entails_B	B_entails_A	A German Shepherd chases another with a stick in his mouth.	A German Shepherd chases another with a stick in his mouth.	FLICKR	FLICKR	TRAIN A:stick,B:piece,B:of,B:wood,
352	There is no dog chasing another or holding a stick in its mouth	A dog is chasing another and is holding a stick in its mouth	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	A German Shepherd chases another with a stick in his mouth.	A German Shepherd chases another with a stick in his mouth.	FLICKR	FLICKR	TEST A:There,A:no,A:or,B:and,
364	A person who plays soccer is kicking a ball into the goal	A soccer player is kicking a ball into the goal	ENTAILMENT	4.9	A_entails_B	B_entails_A	A soccer player kicks a ball into the unmanned goal.	A soccer player kicks a ball into the unmanned goal.	FLICKR	FLICKR	TEST A:person,A:who,A:plays,B:player,
365	A soccer player is kicking a ball out of the goal	A soccer player is kicking a ball into the goal	NEUTRAL	4.4	A_contradicts_B	B_neutral_A	A soccer player kicks a ball into the unmanned goal.	A soccer player kicks a ball into the unmanned goal.	FLICKR	FLICKR	TEST A:out,A:of,B:into,
370	A soccer ball is rolling into a goal net	A soccer player is kicking a ball into the goal	NEUTRAL	4.3	A_neutral_B	B_neutral_A	View of a soccer ball being kicked into a goal net	A soccer player kicks a ball into the unmanned goal.	FLICKR	FLICKR	TRAIN A:rolling,A:net,B:player,B:kicking,
374	A man with tattoos is lounging on a couch and holding a pencil	A man with tattoos is lounging on a couch and is looking for a pencil	NEUTRAL	2.9	A_neutral_B	B_neutral_A	A man with tattoos is lounging on a couch holding a pencil.	A man with tattoos is lounging on a couch holding a pencil.	FLICKR	FLICKR	TRAIN A:holding,B:looking,B:for,
375	A man with tattoos is holding a couch with a pencil	A man with tattoos is lounging on a couch and holding a pencil	NEUTRAL	2.6	A_neutral_B	B_neutral_A	A man with tattoos is lounging on a couch holding a pencil.	A man with tattoos is lounging on a couch holding a pencil.	FLICKR	FLICKR	TRAIN B:lounging,B:on,B:and,
382	A brown and white dog is running through the tall grass	A brown and white dog is moving through the wild grass	NEUTRAL	4.4	A_neutral_B	B_neutral_A	A medium sized brown and white streaked dog is running through tall grass.	A medium sized brown and white streaked dog is running through tall grass.	FLICKR	FLICKR	TRIAL A:running,A:tall,B:moving,B:wild,
384	A white and tan dog is running through the tall and green grass	A white and tan dog is running through a field	ENTAILMENT	4.35	A_entails_B	B_neutral_A	A white and tan dog runs through the tall green grass.	A white and tan dog runs through the tall green grass.	FLICKR	FLICKR	TRIAL A:tall,A:green,A:grass,B:field,
385	A black and tan dog is running through the low and green grass	A white and tan dog is running through the tall and green grass	NEUTRAL	4	A_neutral_B	B_contradicts_A	A white and tan dog runs through the tall green grass.	A white and tan dog runs through the tall green grass.	FLICKR	FLICKR	TEST A:black,A:low,B:white,B:tall,
390	A white and tan dog is running through the tall and green grass	A brown and white dog is running through the tall grass	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A medium sized brown and white streaked dog is running through tall grass.	A white and tan dog runs through the tall green grass.	FLICKR	FLICKR	TRAIN A:tan,A:green,B:brown,
391	A man with paint covered clothes is sitting outside in a busy area writing something	A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something	ENTAILMENT	4.8	A_entails_B	B_entails_A	A man whose clothes are covered in paint is writing something down while sitting outside in a busy area.	A man whose clothes are covered in paint is writing something down while sitting outside in a busy area.	FLICKR	FLICKR	TRAIN B:wearing,B:that,B:are,B:and,
392	There is no man wearing clothes that are covered with paint or is sitting outside in a busy area writing something	A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something	CONTRADICTION	4.1	A_contradicts_B	B_contradicts_A	A man whose clothes are covered in paint is writing something down while sitting outside in a busy area.	A man whose clothes are covered in paint is writing something down while sitting outside in a busy area.	FLICKR	FLICKR	TRAIN A:There,A:no,A:or,B:and,
395	A man is sitting near a bike and is writing a note	There is no man writing a note near a bike	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	A man writes a note while sitting next to a crate and a bike.	A man writes a note while sitting next to a crate and a bike.	FLICKR	FLICKR	TRAIN A:sitting,A:and,B:There,B:no,
402	A group of scouts are hiking through the grass	A group of explorers are walking through the grass	NEUTRAL	4.1	A_neutral_B	B_neutral_A	A group of scouts are hiking through the grass.	A group of scouts are hiking through the grass.	FLICKR	FLICKR	TRIAL A:scouts,A:hiking,B:explorers,B:walking,
403	A group of scouts are camping in the grass	A group of scouts are hiking through the grass	NEUTRAL	3.5	A_neutral_B	B_neutral_A	A group of scouts are hiking through the grass.	A group of scouts are hiking through the grass.	FLICKR	FLICKR	TRAIN A:camping,A:in,B:hiking,B:through,
404	Some people are walking	People are walking	ENTAILMENT	4.7	A_entails_B	B_entails_A	People walking	People walking	FLICKR	FLICKR	TRAIN A:Some,A:people,B:People,
411	Two men are taking a break from a trip on a snowy road	Two men are taking a break from a trip on a road covered by snow	ENTAILMENT	4.9	A_entails_B	B_entails_A	Two men taking a break from riding their bikes on a snowy road.	Two men taking a break from riding their bikes on a snowy road.	FLICKR	FLICKR	TEST A:snowy,B:covered,B:by,B:snow,
424	Two men are standing near the water and are holding fishing poles	Two men are standing near the water and are holding tools used for fishing	ENTAILMENT	4.5	A_entails_B	B_neutral_A	Two men stand near the water with their fishing poles.	Two men stand near the water with their fishing poles.	FLICKR	FLICKR	TEST A:poles,B:tools,B:used,B:for,
429	Two men are holding fishing poles	Two men are holding some water standing near fishing poles	NEUTRAL	2.6	A_neutral_B	B_neutral_A	Two men holding their fishing poles.	Two men stand near the water with their fishing poles.	FLICKR	FLICKR	TEST B:some,B:water,B:standing,B:near,
430	Two men are standing near the water and are holding fishing poles	Two men are holding fishing poles and fishing tackle	NEUTRAL	3.9	A_neutral_B	B_neutral_A	Two men stand near the water with their fishing poles.	Two men holding their fishing poles.	FLICKR	FLICKR	TEST A:standing,A:near,A:water,B:tackle,
432	Two men are standing near the water and are holding fishing poles	Two men are holding fishing poles	ENTAILMENT	4.4	A_entails_B	B_neutral_A	Two men holding their fishing poles.	Two men stand near the water with their fishing poles.	FLICKR	FLICKR	TEST A:standing,A:near,A:water,A:and,
433	The helmeted girl is perching on a bike	The girl with a helmet is perching on a bike	ENTAILMENT	4.9	A_entails_B	B_entails_A	The helmeted girl perches on a bike.	The helmeted girl perches on a bike.	FLICKR	FLICKR	TEST A:helmeted,B:with,B:helmet,
434	The helmeted girl is riding a bike	The helmeted girl is perching on a bike	NEUTRAL	4.2	A_neutral_B	B_neutral_A	The helmeted girl perches on a bike.	The helmeted girl perches on a bike.	FLICKR	FLICKR	TRAIN A:riding,B:perching,B:on,
443	A blond girl is riding the waves	A blond girl is looking at the waves	NEUTRAL	3.8	A_neutral_B	B_neutral_A	A blond girl rides the waves.	A blond girl rides the waves.	FLICKR	FLICKR	TEST A:riding,B:looking,B:at,
463	There is no man dressed in black and riding a green bike	A man dressed in black is riding a bike	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	A man dressed in black rides a green bike.	A man dressed in black rides a green bike.	FLICKR	FLICKR	TEST A:There,A:no,A:and,A:green,
469	A man is performing a trick on a green bicycle	A man is performing a trick on a bike	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A man performs a stoppie trick on his BMX green bicycle with no hands.	A man dressed in black rides a green bike.	FLICKR	FLICKR	TEST A:green,A:bicycle,B:bike,
484	Two daschunds are playing with a red ball	Two dogs are playing with a small red ball	NEUTRAL	4.2	A_neutral_B	B_neutral_A	Two daschunds play with a red ball	Two daschunds play with a red ball	FLICKR	FLICKR	TRAIN A:daschunds,B:dogs,B:small,
506	A man wearing a dyed black shirt is sitting at the table and laughing	There is no man wearing a shirt dyed black, sitting at the table and laughing	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	A man wearing a black shirt laughs while sitting at the table.	A man wearing a black shirt laughs while sitting at the table.	FLICKR	FLICKR	TRAIN A:black,B:There,B:no,B:black,,
515	A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians	A woman who is wearing a pink scarf is riding a bike down a bridge built for pedestrians	ENTAILMENT	4.3	A_entails_B	B_neutral_A	A woman wearing a pink boa rides a bicycle down a pedestrian bridge.	A woman wearing a pink boa rides a bicycle down a pedestrian bridge.	FLICKR	FLICKR	TRAIN A:boa,A:bicycle,B:scarf,B:bike,
530	A biker is wearing gear which is black	A biker wearing black is breaking the gears	NEUTRAL	3.1	A_neutral_B	B_neutral_A	A biker is wearing all black gear with buildings and a tree with no leaves nearby.	A biker is wearing all black gear with buildings and a tree with no leaves nearby.	FLICKR	FLICKR	TRIAL A:gear,A:which,B:breaking,B:gears,
532	There is no man wearing a black helmet and pushing a bicycle	One man is wearing a black helmet and pushing a bicycle	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	A man wearing a black helmet is pushing his bicycle.	A man wearing a black helmet is pushing his bicycle.	FLICKR	FLICKR	TEST A:There,A:no,B:One,
544	One woman is sitting and looks at the waterfall	A woman is sitting and looking at the waterfall	ENTAILMENT	4.6	A_entails_B	B_entails_A	A woman sits staring at a waterfall.	A woman sits staring at a waterfall.	FLICKR	FLICKR	TEST A:One,A:looks,B:looking,
545	A woman is standing and isn't looking at the waterfall	A woman is sitting and looking at the waterfall	NEUTRAL	3.1	A_neutral_B	B_contradicts_A	A woman sits staring at a waterfall.	A woman sits staring at a waterfall.	FLICKR	FLICKR	TRAIN A:standing,A:isn't,B:sitting,
557	A dark black dog and a light brown dog are playing in the yard in the back	A dark black dog and a light brown dog are playing in the backyard	ENTAILMENT	4.9	A_entails_B	B_entails_A	A dark black dog is playing with a light brown dog in a backyard.	A dark black dog is playing with a light brown dog in a backyard.	FLICKR	FLICKR	TRAIN A:yard,A:back,B:backyard,
559	The backyard light is playing tricks in the dark on the brown and black dog	A dark black dog and a light brown dog are playing in the backyard	NEUTRAL	3.1	A_neutral_B	B_neutral_A	A dark black dog is playing with a light brown dog in a backyard.	A dark black dog is playing with a light brown dog in a backyard.	FLICKR	FLICKR	TEST A:is,A:tricks,A:on,B:are,
567	A dog that has a brown and white coat is trotting through shallow water	A dog that has a white and brown colored coat is trotting through shallow water.	ENTAILMENT	5	A_entails_B	B_entails_A	A brown and white dog trots across shallow water with his mouth open.	A brown and white dog trots across shallow water with his mouth open.	FLICKR	FLICKR	TEST A:water,B:colored,B:water.,
568	A dog that has a brown and white coat is sitting in shallow water	A dog that has a brown and white coat is trotting through shallow water	NEUTRAL	4.1	A_neutral_B	B_neutral_A	A brown and white dog trots across shallow water with his mouth open.	A brown and white dog trots across shallow water with his mouth open.	FLICKR	FLICKR	TRAIN A:sitting,A:in,B:trotting,B:through,
571	A white and brown dog is walking through the water with difficulty	There is no white and brown dog pacing with through the water difficulty	CONTRADICTION	2.6	A_contradicts_B	B_contradicts_A	A white and brown dog is walking through the water.	A white and brown dog is walking through the water.	FLICKR	FLICKR	TEST A:walking,B:There,B:no,B:pacing,
581	A group of boys are quiet in front of a large door made of wood	A group of boys are playing with a ball in front of a large door made of wood	NEUTRAL	3.5	A_neutral_B	B_neutral_A	A gorup of boys are playing with a ball in front of a large wooden door.	A gorup of boys are playing with a ball in front of a large wooden door.	FLICKR	FLICKR	TRAIN A:quiet,B:playing,B:with,B:ball,
593	A black, red, white and pink dress is being worn by a woman	A dress, which is black, red, white and pink is being worn by a woman	ENTAILMENT	4.9	A_entails_B	B_entails_A	a woman wearing a black, red, white and pink dress	a woman wearing a black, red, white and pink dress	FLICKR	FLICKR	TEST A:dress,B:dress,,B:which,
601	A teenage girl is storing away beads that are red	A teenage girl is wearing beads that are red	NEUTRAL	3.8	A_neutral_B	B_neutral_A	A close up of a teenage girl wearing red beads.	A close up of a teenage girl wearing red beads.	FLICKR	FLICKR	TRAIN A:storing,A:away,B:wearing,
603	A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling	A lady of young age, with light brown hair, is wearing a red necklace, a sweatshirt and earrings and is smiling	ENTAILMENT	5	A_entails_B	B_entails_A	A young woman with light brown hair wearing a red beaded neclace, a Gonzaga sweatshirt and earrings stands smiling.	A young woman with light brown hair wearing a red beaded neclace, a Gonzaga sweatshirt and earrings stands smiling.	FLICKR	FLICKR	TRAIN A:hair,B:of,B:age,,B:hair,,
614	A boy is climbing up a wall artificially built for climbing and is attached to a rope	A boy is coming down a wall artificially built for climbing and isn't attached to the rope	CONTRADICTION	3.935	A_contradicts_B	B_contradicts_A	A boy is climbing up an artificial climbing wall whilst attached to a rope.	A boy is climbing up an artificial climbing wall whilst attached to a rope.	FLICKR	FLICKR	TEST A:up,B:coming,B:down,B:isn't,
617	A fearful little boy is on a climbing wall	A fearful little boy is on the ground	NEUTRAL	3.4	A_contradicts_B	B_neutral_A	A frightened little boy on a climbing wall.	A frightened little boy on a climbing wall.	FLICKR	FLICKR	TRAIN A:climbing,A:wall,B:ground,
642	A person is climbing a rock with a rope, which is pink	A rock is being climbed by a person with a rope, which is pink	ENTAILMENT	5	A_entails_B	B_entails_A	A person is climbing up a rock with a pink rope.	A person is climbing up a rock with a pink rope.	FLICKR	FLICKR	TEST A:climbing,B:being,B:climbed,B:by,
