89	A bike is being ridden over a monkey.	A bike is being ridden over a monkey.	E
90	A bike is ridden on the road by a young boy in a helmet.	A bike is ridden on the road by a young boy in a helmet.	E
91	A bike rider in a black and red uniform is jumping down off a dirt bike.	A bike rider in a black and red uniform is jumping down off a dirt bike.	E
92	A bike rider in a black and red uniform is standing on a dirt bike.	A bike rider in a black and red uniform is standing on a dirt bike.	E
93	A biker is jumping in the air, alone.	A biker is jumping in the air, alone.	E
94	A biker is naked.	A biker is naked.	E
95	A biker is riding along the top of a fence.	A biker is riding along the top of a fence.	E
96	A biker is riding away from a fence.	A biker is riding away from a fence.	E
97	A biker is wearing gear which is black.	A biker is wearing gear which is black.	E
98	A biker on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up.	A biker on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up.	E
99	A biker wearing black is breaking the gears.	A biker wearing black is breaking the gears.	E
100	A biker with a blue jacket, black pants and a white helmet is driving on dirt and people are watching.	A biker with a blue jacket, black pants and a white helmet is driving on dirt and people are watching.	E
101	A biker with a blue jacket, black pants and a white helmet is driving recklessly on dirt and people watch.	A biker with a blue jacket, black pants and a white helmet is driving recklessly on dirt and people watch.	E
102	A biker with a blue jacket, black pants and a white helmet is parking on dirt and people are not watching.	A biker with a blue jacket, black pants and a white helmet is parking on dirt and people are not watching.	E
103	A bird is fiercely flapping its wings on the water.	A bird is fiercely flapping its wings on the water.	E
104	A bird is flapping its wings on the water.	A bird is flapping its wings on the water.	E
105	A bird is resting its wings in the water.	A bird is resting its wings in the water.	E
106	A bird, which is black, is sitting on a dead tree.	A bird, which is black, is sitting on a dead tree.	E
107	A black and a white dog are joyfully running on the grass.	A black and a white dog are joyfully running on the grass.	E
108	A black and brown cat is eyeing a fly.	A black and brown cat is eyeing a fly.	E
109	A black and brown dog is eyeing a fly.	A black and brown dog is eyeing a fly.	E
110	A black and brown dog is eyeing an insect.	A black and brown dog is eyeing an insect.	E
111	A black and orange bird is not standing in the grass.	A black and orange bird is not standing in the grass.	E
112	A black and orange bird is standing in the grass.	A black and orange bird is standing in the grass.	E
113	A black and orange bird is standing on the lawn.	A black and orange bird is standing on the lawn.	E
114	A black and tan dog is running through the low and green grass.	A black and tan dog is running through the low and green grass.	E
115	A black and white dog is carrying a big stick on the green grass.	A black and white dog is carrying a big stick on the green grass.	E
116	A black and white dog is carrying a huge stick on the green grass.	A black and white dog is carrying a huge stick on the green grass.	E
117	A black and white dog is carrying a small stick on the green grass.	A black and white dog is carrying a small stick on the green grass.	E
118	A black and white dog is dropping a baseball from its mouth.	A black and white dog is dropping a baseball from its mouth.	E
119	A black and white dog is holding a baseball in its mouth.	A black and white dog is holding a baseball in its mouth.	E
120	A black and white dog is jumping for a ball.	A black and white dog is jumping for a ball.	E
121	A black and white dog is playing with a broken ball.	A black and white dog is playing with a broken ball.	E
122	A black and white dog is playing with a broken volleyball.	A black and white dog is playing with a broken volleyball.	E
123	A black and white dog is playing with a frisbee in a brown field.	A black and white dog is playing with a frisbee in a brown field.	E
124	A black and white dog is playing with a new volleyball.	A black and white dog is playing with a new volleyball.	E
125	A black and white dog is playing with a ruined volleyball in a brown field.	A black and white dog is playing with a ruined volleyball in a brown field.	E
126	A black and white dog is playing with a tattered volleyball in a brown field.	A black and white dog is playing with a tattered volleyball in a brown field.	E
127	A black and white dog is running outdoors.	A black and white dog is running outdoors.	E
128	A black and white dog with a large branch is running in the field.	A black and white dog with a large branch is running in the field.	E
129	A black and white dog with a large branch is running in the grass.	A black and white dog with a large branch is running in the grass.	E
130	A black and white dog with a large branch is standing in the field.	A black and white dog with a large branch is standing in the field.	E
131	A black animal is approaching a golden dog on pebbly beach.	A black animal is approaching a golden dog on pebbly beach.	E
132	A black animal is jumping from a dock into the water.	A black animal is jumping from a dock into the water.	E
133	A black bike rider in a red bike uniform is standing in the dirt.	A black bike rider in a red bike uniform is standing in the dirt.	E
134	A black bird is sitting on a dead tree.	A black bird is sitting on a dead tree.	E
135	A black bird is taking flight from a dead tree.	A black bird is taking flight from a dead tree.	E
136	A black bird with a yellow beak is standing in the green grass.	A black bird with a yellow beak is standing in the green grass.	E
137	A black cat and a small white and black cat are looking up at a kitchen countertop.	A black cat and a small white and black cat are looking up at a kitchen countertop.	E
138	A black cat is jumping from a hay ball to another hay ball.	A black cat is jumping from a hay ball to another hay ball.	E
139	A black cat is swinging on a fan.	A black cat is swinging on a fan.	E
140	A black cat is walking along rocky terrain.	A black cat is walking along rocky terrain.	E
141	A black climber is rocking a dog.	A black climber is rocking a dog.	E
142	A black dog and a small white and black dog are looking up at a kitchen countertop.	A black dog and a small white and black dog are looking up at a kitchen countertop.	E
143	A black dog and a tan dog are fighting.	A black dog and a tan dog are fighting.	E
144	A black dog and a tan dog are sleeping.	A black dog and a tan dog are sleeping.	E
145	A black dog and a white dog are wrestling on the bed.	A black dog and a white dog are wrestling on the bed.	E
146	A black dog and a white dog are wrestling on the floor.	A black dog and a white dog are wrestling on the floor.	E
147	A black dog and a white dog are wrestling on the ground.	A black dog and a white dog are wrestling on the ground.	E
148	A black dog and a yellow dog are not playing with each other.	A black dog and a yellow dog are not playing with each other.	E
149	A black dog and a yellow dog are playing with each other.	A black dog and a yellow dog are playing with each other.	E
150	A black dog in the snow is jumping off the ground and catching a stick.	A black dog in the snow is jumping off the ground and catching a stick.	E
151	A black dog in the snow is jumping onto the ground and missing a stick.	A black dog in the snow is jumping onto the ground and missing a stick.	E
152	A black dog in the snow is leaping off the ground and catching a stick.	A black dog in the snow is leaping off the ground and catching a stick.	E
153	A black dog is approaching a golden dog on pebbly beach.	A black dog is approaching a golden dog on pebbly beach.	E
154	A black dog is attacking a brown dog on the sand.	A black dog is attacking a brown dog on the sand.	E
155	A black dog is hanging out in the grass and running with its tongue out.	A black dog is hanging out in the grass and running with its tongue out.	E
156	A black dog is jumping from a cylindrical hay bale.	A black dog is jumping from a cylindrical hay bale.	E
157	A black dog is jumping from a dock into the water.	A black dog is jumping from a dock into the water.	E
158	A black dog is jumping from n hay ball to another hay ball.	A black dog is jumping from n hay ball to another hay ball.	E
159	A black dog is jumping off a dock into a pond.	A black dog is jumping off a dock into a pond.	E
160	A black dog is jumping off a dock into water.	A black dog is jumping off a dock into water.	E
161	A black dog is jumping on a dock into a pond.	A black dog is jumping on a dock into a pond.	E
162	A black dog is leaping from a cylindrical hay bale.	A black dog is leaping from a cylindrical hay bale.	E
163	A black dog is leaping from a hay ball to another hay ball.	A black dog is leaping from a hay ball to another hay ball.	E
164	A black dog is lying in the grass.	A black dog is lying in the grass.	E
165	A black dog is moving along rocky terrain.	A black dog is moving along rocky terrain.	E
166	A black dog is playing with a brown dog on the sand.	A black dog is playing with a brown dog on the sand.	E
167	A black dog is running across a rocky landscape.	A black dog is running across a rocky landscape.	E
168	A black dog is running in the grass.	A black dog is running in the grass.	E
169	A black dog is running in the grass and its tongue is hanging out.	A black dog is running in the grass and its tongue is hanging out.	E
170	A black dog is running in the snow.	A black dog is running in the snow.	E
171	A black dog is sitting in the grass and keeping its mouth closed.	A black dog is sitting in the grass and keeping its mouth closed.	E
172	A black dog is standing in deep water.	A black dog is standing in deep water.	E
173	A black dog is standing in shallow water.	A black dog is standing in shallow water.	E
174	A black dog is standing on a grassy hillside.	A black dog is standing on a grassy hillside.	E
175	A black dog is walking along rocky terrain.	A black dog is walking along rocky terrain.	E
176	A black dog is walking through some tall grass.	A black dog is walking through some tall grass.	E
177	A black dog on a leash is walking in the water.	A black dog on a leash is walking in the water.	E
178	A black dog with a red collar is amusedly putting its face in the water.	A black dog with a red collar is amusedly putting its face in the water.	E
179	A black dog with a red collar is putting its face in the water.	A black dog with a red collar is putting its face in the water.	E
180	A black girl with no bikini is wearing a hat at the beach.	A black girl with no bikini is wearing a hat at the beach.	E
181	A black helmet is being worn by a man who is pushing a bicycle.	A black helmet is being worn by a man who is pushing a bicycle.	E
182	A black man in green is riding a bike.	A black man in green is riding a bike.	E
183	A black man is break dancing on the pavement.	A black man is break dancing on the pavement.	E
184	A black man is running in brown grass and racing a dog.	A black man is running in brown grass and racing a dog.	E
185	A black man is skillfully break dancing on the pavement.	A black man is skillfully break dancing on the pavement.	E
186	A black man is walking next to a building in a big city.	A black man is walking next to a building in a big city.	E
187	A black man is walking next to a shop in a big city.	A black man is walking next to a shop in a big city.	E
188	A black man is walking on the pavement.	A black man is walking on the pavement.	E
189	A black person in white is joyfully running with the dog on the grass.	A black person in white is joyfully running with the dog on the grass.	E
190	A black person is running along a white stand and a dog barks behind him.	A black person is running along a white stand and a dog barks behind him.	E
191	A black rally car is throwing mud into the air and is approaching a bend in the track.	A black rally car is throwing mud into the air and is approaching a bend in the track.	E
192	A black sheep is standing close to three white dogs.	A black sheep is standing close to three white dogs.	E
193	A black sheep is standing far from three white dogs.	A black sheep is standing far from three white dogs.	E
194	A black sheep is standing near three white dogs.	A black sheep is standing near three white dogs.	E
195	A black shirt is being worn by a man who is sitting at the table and laughing.	A black shirt is being worn by a man who is sitting at the table and laughing.	E
196	A black topless person is packing a pile of rocks and a front of clouds are in the background.	A black topless person is packing a pile of rocks and a front of clouds are in the background.	E
197	A black, red, white and pink dress is being worn by a woman.	A black, red, white and pink dress is being worn by a woman.	E
198	A blond boy is sliding down a dune of sand on a skateboard.	A blond boy is sliding down a dune of sand on a skateboard.	E
199	A blond boy is sliding down a sand dune on a skateboard.	A blond boy is sliding down a sand dune on a skateboard.	E
200	A blond boy is walking up a sand dune with a skateboard.	A blond boy is walking up a sand dune with a skateboard.	E
201	A blond child is going down a slide and throwing up his arms.	A blond child is going down a slide and throwing up his arms.	E
202	A blond child is holding a yellow bottle.	A blond child is holding a yellow bottle.	E
203	A blond girl is looking at the waves.	A blond girl is looking at the waves.	E
204	A blond girl is riding the waves.	A blond girl is riding the waves.	E
205	A blond girl waves while she is riding.	A blond girl waves while she is riding.	E
206	A blond kid in green is sitting on a swing.	A blond kid in green is sitting on a swing.	E
207	A blond kid is going down a slide and throwing up his arms.	A blond kid is going down a slide and throwing up his arms.	E
208	A blond woman is sitting on the roof of a yellow vehicle and two people are inside.	A blond woman is sitting on the roof of a yellow vehicle and two people are inside.	E
209	A blond woman is sitting on the roof of a yellow vehicle and two people are outside.	A blond woman is sitting on the roof of a yellow vehicle and two people are outside.	E
210	A blonde boy in green is sitting on a swing.	A blonde boy in green is sitting on a swing.	E
211	A blonde boy in green is standing on a swing.	A blonde boy in green is standing on a swing.	E
212	A blonde girl is hanging by gymnastic ropes.	A blonde girl is hanging by gymnastic ropes.	E
213	A blonde in green is sitting by a swinging boy.	A blonde in green is sitting by a swinging boy.	E
214	A blonde lady is looking at a tower.	A blonde lady is looking at a tower.	E
215	A blonde man is hanging by gymnastic ropes.	A blonde man is hanging by gymnastic ropes.	E
216	A blonds girl is surfing.	A blonds girl is surfing.	E
217	A blue ball is being caught by the dog.	A blue ball is being caught by the dog.	E
218	A boat is anchored.	A boat is anchored.	E
219	A boat is sailing peacefully over the water.	A boat is sailing peacefully over the water.	E
220	A boat is sailing quietly over the water.	A boat is sailing quietly over the water.	E
221	A boat's sail is being reflected by the peaceful water.	A boat's sail is being reflected by the peaceful water.	E
222	A bottle is being licked by the cat.	A bottle is being licked by the cat.	E
223	A bowl of soup is being cleaned by a chef.	A bowl of soup is being cleaned by a chef.	E
224	A box is being cut by a man.	A box is being cut by a man.	E
225	A boy and a girl are naked.	A boy and a girl are naked.	E
226	A boy and a girl are playing on the outdoor gym.	A boy and a girl are playing on the outdoor gym.	E
227	A boy and a girl in swimsuits are wearing arm floats.	A boy and a girl in swimsuits are wearing arm floats.	E
228	A boy and a girl in swimsuits are wearing floats for their arms.	A boy and a girl in swimsuits are wearing floats for their arms.	E
229	A boy at the bottom of a hill covered in snow is naked and is sitting on his knees.	A boy at the bottom of a hill covered in snow is naked and is sitting on his knees.	E
230	A boy has a blue face and dirt on the shirt.	A boy has a blue face and dirt on the shirt.	E
231	A boy in a band is playing the flute.	A boy in a band is playing the flute.	E
232	A boy in a blue dyed shirt has dirt on his face.	A boy in a blue dyed shirt has dirt on his face.	E
233	A boy in a blue shirt has dirt on his face.	A boy in a blue shirt has dirt on his face.	E
234	A boy in a red shirt is behind a long blue wall and is lowering an eyebrow, facing the camera.	A boy in a red shirt is behind a long blue wall and is lowering an eyebrow, facing the camera.	E
235	A boy in a red shirt is in front a wall, which is long and blue, and is suspiciously raising an eyebrow at the camera.	A boy in a red shirt is in front a wall, which is long and blue, and is suspiciously raising an eyebrow at the camera.	E
236	A boy in a red shirt is in front of a long blue wall and is suspiciously raising an eyebrow at the camera.	A boy in a red shirt is in front of a long blue wall and is suspiciously raising an eyebrow at the camera.	E
237	A boy in a strange outfit is riding the bike.	A boy in a strange outfit is riding the bike.	E
238	A boy in a striped shirt is jumping behind a water fountain.	A boy in a striped shirt is jumping behind a water fountain.	E
239	A boy in a striped shirt is jumping in front of a water fountain.	A boy in a striped shirt is jumping in front of a water fountain.	E
240	A boy in a striped shirt is playing in front of a water fountain.	A boy in a striped shirt is playing in front of a water fountain.	E
241	A boy in a swimsuit is sitting on a circular fountain.	A boy in a swimsuit is sitting on a circular fountain.	E
242	A boy in a swimsuit is sitting on top of a circular fountain.	A boy in a swimsuit is sitting on top of a circular fountain.	E
243	A boy in a white t-shirt is splashing in shallow water.	A boy in a white t-shirt is splashing in shallow water.	E
244	A boy in blue are sliding down a green slide.	A boy in blue are sliding down a green slide.	E
245	A boy in blue is running away from a woman in blue.	A boy in blue is running away from a woman in blue.	E
246	A boy in blue is running towards a woman in blue.	A boy in blue is running towards a woman in blue.	E
247	A boy in blue shirt is looking at his hand near a stack of blocks on table.	A boy in blue shirt is looking at his hand near a stack of blocks on table.	E
248	A boy in his teens is talking to a girl with a webcam.	A boy in his teens is talking to a girl with a webcam.	E
249	A boy in his teens is talking to a girl with an internet camera.	A boy in his teens is talking to a girl with an internet camera.	E
250	A boy in his teens isn't talking to a girl with a webcam.	A boy in his teens isn't talking to a girl with a webcam.	E
251	A boy is attentively looking at a calendar.	A boy is attentively looking at a calendar.	E
252	A boy is being knocked into the water by the dog.	A boy is being knocked into the water by the dog.	E
253	A boy is checking a calendar.	A boy is checking a calendar.	E
254	A boy is climbing up a wall artificially built for climbing and is attached to a rope.	A boy is climbing up a wall artificially built for climbing and is attached to a rope.	E
255	A boy is comfortably sitting in a room and playing a piano by a lamp.	A boy is comfortably sitting in a room and playing a piano by a lamp.	E
256	A boy is coming down a wall artificially built for climbing and isn't attached to the rope.	A boy is coming down a wall artificially built for climbing and isn't attached to the rope.	E
257	A boy is cutting grass with scissors.	A boy is cutting grass with scissors.	E
258	A boy is eating a cupcake.	A boy is eating a cupcake.	E
259	A boy is effortlessly climbing up a wall artificially built for climbing and is attached to a rope.	A boy is effortlessly climbing up a wall artificially built for climbing and is attached to a rope.	E
260	A boy is fearfully walking across a bridge.	A boy is fearfully walking across a bridge.	E
261	A boy is filling a pitcher with water.	A boy is filling a pitcher with water.	E
262	A boy is hanging a fishing rod and running in front of a fish.	A boy is hanging a fishing rod and running in front of a fish.	E
263	A boy is hanging a rod for fishing and running in front of a fish.	A boy is hanging a rod for fishing and running in front of a fish.	E
264	A boy is happily playing the piano.	A boy is happily playing the piano.	E
265	A boy is hitting a baseball.	A boy is hitting a baseball.	E
266	A boy is holding a hose next to a man and another boy is watching.	A boy is holding a hose next to a man and another boy is watching.	E
267	A boy is holding a squirt gun.	A boy is holding a squirt gun.	E
268	A boy is jumping off a platform and two other boys are standing and staring at him.	A boy is jumping off a platform and two other boys are standing and staring at him.	E
269	A boy is jumping off a platform and two other boys are standing and watching.	A boy is jumping off a platform and two other boys are standing and watching.	E
270	A boy is jumping off the side of a stone water fountain in front of a building.	A boy is jumping off the side of a stone water fountain in front of a building.	E
271	A boy is jumping off the side of a water fountain made of stone in front of a building.	A boy is jumping off the side of a water fountain made of stone in front of a building.	E
272	A boy is jumping on a platform and two other boys are sitting absentmindedly.	A boy is jumping on a platform and two other boys are sitting absentmindedly.	E
273	A boy is jumping on the side of a stone water fountain in front of a building.	A boy is jumping on the side of a stone water fountain in front of a building.	E
274	A boy is jumping rope on a sidewalk near a parking garage.	A boy is jumping rope on a sidewalk near a parking garage.	E
275	A boy is knocking a dog with a bottle of water.	A boy is knocking a dog with a bottle of water.	E
276	A boy is laying down a hose next to a man and another boy is running away.	A boy is laying down a hose next to a man and another boy is running away.	E
277	A boy is looking at a calendar.	A boy is looking at a calendar.	E
278	A boy is looking down and wearing a wedding veil.	A boy is looking down and wearing a wedding veil.	E
279	A boy is mowing the lawn.	A boy is mowing the lawn.	E
280	A boy is not playing a guitar.	A boy is not playing a guitar.	E
281	A boy is playing a game with blocks made of wood.	A boy is playing a game with blocks made of wood.	E
282	A boy is playing a game with steel blocks.	A boy is playing a game with steel blocks.	E
283	A boy is playing a game with wooden blocks.	A boy is playing a game with wooden blocks.	E
284	A boy is playing a guitar.	A boy is playing a guitar.	E
285	A boy is playing a keyboard.	A boy is playing a keyboard.	E
286	A boy is playing a piano.	A boy is playing a piano.	E
287	A boy is playing a wind instrument.	A boy is playing a wind instrument.	E
288	A boy is playing an instrument.	A boy is playing an instrument.	E
289	A boy is playing guitar.	A boy is playing guitar.	E
290	A boy is playing on a toy.	A boy is playing on a toy.	E
291	A boy is playing on a toy phone.	A boy is playing on a toy phone.	E
292	A boy is playing slip and slide in the grass.	A boy is playing slip and slide in the grass.	E
293	A boy is practicing the keyboard.	A boy is practicing the keyboard.	E
294	A boy is running away from the fishing line.	A boy is running away from the fishing line.	E
295	A boy is running on the beach.	A boy is running on the beach.	E
296	A boy is running through the grass.	A boy is running through the grass.	E
297	A boy is running through the sand.	A boy is running through the sand.	E
298	A boy is running through the sea at the beach.	A boy is running through the sea at the beach.	E
299	A boy is running through the water at the beach.	A boy is running through the water at the beach.	E
300	A boy is running towards the fishing line.	A boy is running towards the fishing line.	E
301	A boy is saying a word.	A boy is saying a word.	E
302	A boy is saying something.	A boy is saying something.	E
303	A boy is shredding a calendar.	A boy is shredding a calendar.	E
304	A boy is sitting in a room and playing a piano by lamp light.	A boy is sitting in a room and playing a piano by lamp light.	E
305	A boy is sitting in a seat.	A boy is sitting in a seat.	E
306	A boy is sitting on the ground.	A boy is sitting on the ground.	E
307	A boy is skateboarding on a half pipe.	A boy is skateboarding on a half pipe.	E
308	A boy is skillfully playing a piano.	A boy is skillfully playing a piano.	E
309	A boy is spanking a man with a plastic sword.	A boy is spanking a man with a plastic sword.	E
310	A boy is spanking a man with a toy weapon.	A boy is spanking a man with a toy weapon.	E
311	A boy is spanking a woman with a plastic sword.	A boy is spanking a woman with a plastic sword.	E
312	A boy is speeding down a steep slide.	A boy is speeding down a steep slide.	E
313	A boy is standing in a room by a lamp light.	A boy is standing in a room by a lamp light.	E
314	A boy is standing in front of the blue building in the space reserved for handicapped people.	A boy is standing in front of the blue building in the space reserved for handicapped people.	E
315	A boy is standing in front of the building painted blue, in the space reserved for handicapped people.	A boy is standing in front of the building painted blue, in the space reserved for handicapped people.	E
316	A boy is standing in the cold water.	A boy is standing in the cold water.	E
317	A boy is standing in the water.	A boy is standing in the water.	E
318	A boy is standing next to the opening of a fountain.	A boy is standing next to the opening of a fountain.	E
319	A boy is standing outside the water.	A boy is standing outside the water.	E
320	A boy is staring at a calendar.	A boy is staring at a calendar.	E
321	A boy is studying a calendar.	A boy is studying a calendar.	E
322	A boy is styling his hair.	A boy is styling his hair.	E
323	A boy is surfing and riding a wave.	A boy is surfing and riding a wave.	E
324	A boy is talking to a leaf.	A boy is talking to a leaf.	E
325	A boy is tapping his fingernails.	A boy is tapping his fingernails.	E
326	A boy is throwing away a calendar.	A boy is throwing away a calendar.	E
327	A boy is walking across a bridge.	A boy is walking across a bridge.	E
328	A boy is waving at some young runners from the ocean.	A boy is waving at some young runners from the ocean.	E
329	A boy is wearing a black dress and is carrying a white cross.	A boy is wearing a black dress and is carrying a white cross.	E
330	A boy is wearing a hat and is walking in the wet sand.	A boy is wearing a hat and is walking in the wet sand.	E
331	A boy is wearing a white hat and is running on the beach.	A boy is wearing a white hat and is running on the beach.	E
332	A boy is wearing a white hat and is walking on the beach.	A boy is wearing a white hat and is walking on the beach.	E
333	A boy is wearing a yellow jacket and is jumping down from a rock.	A boy is wearing a yellow jacket and is jumping down from a rock.	E
334	A boy is wearing all black and is sliding down a blow up slide.	A boy is wearing all black and is sliding down a blow up slide.	E
335	A boy is wearing all black and is sliding down a blow up yellow slide.	A boy is wearing all black and is sliding down a blow up yellow slide.	E
336	A boy is wearing an orange shirt and a striped tie.	A boy is wearing an orange shirt and a striped tie.	E
337	A boy is wearing sunglasses.	A boy is wearing sunglasses.	E
338	A boy is whacking a man with a sword.	A boy is whacking a man with a sword.	E
339	A boy next to some buckets of rags is holding an object.	A boy next to some buckets of rags is holding an object.	E
340	A boy next to some buckets of rags is holding something.	A boy next to some buckets of rags is holding something.	E
