pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
161	Several people are in front of a colorful building	Nobody is in front of the colorful building	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	Several people are in a front of a colorful painted building.	Several people are in a front of a colorful painted building.	FLICKR	FLICKR	TRAIN
167	A boy is hitting a baseball	A child is hitting a baseball	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A child hits a baseball.	A child hits a baseball.	FLICKR	FLICKR	TEST
168	A child is hitting a baseball	A child is missing a baseball	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	A child hits a baseball.	A child hits a baseball.	FLICKR	FLICKR	TEST
178	A large group of Asian people is eating at a restaurant	A group of people from Asia is eating at a restaurant	ENTAILMENT	4.8	A_entails_B	B_neutral_A	A large group of asian people are eating at a restaurant.	A large group of asian people are eating at a restaurant.	FLICKR	FLICKR	TEST
181	Various people are eating at red tables in a crowded restaurant with purple lights	Various customers are eating in a crowded restaurant with purple lights	ENTAILMENT	4.6	A_entails_B	B_neutral_A	Various people are eating at red tables in a crowded restaurant with purple lights.	Various people are eating at red tables in a crowded restaurant with purple lights.	FLICKR	FLICKR	TEST
191	A motorcycle rider is standing up on the seat of a white motorcycle	A motorcycle is riding standing up on the seat of the vehicle	ENTAILMENT	4.1	A_entails_B	B_neutral_A	A motorcycle rider starts to sand up on the seat of his white motorcycle.	A motorcycle rider starts to sand up on the seat of his white motorcycle.	FLICKR	FLICKR	TEST
192	A motorcycle rider is standing up on the seat of a white motorcycle	No motorcycle rider is standing up on the seat of a motorcycle	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	A motorcycle rider starts to sand up on the seat of his white motorcycle.	A motorcycle rider starts to sand up on the seat of his white motorcycle.	FLICKR	FLICKR	TRAIN
200	A motorcyclist is riding a motorbike dangerously along a roadway	A motorcyclist is riding a motorbike along a roadway	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A motorcyclist is riding their sponsored car along a roadway that has recently turned.	A motorcyclist is riding their sponsored car along a roadway that has recently turned.	FLICKR	FLICKR	TRAIN
201	There is no motorcyclist riding a motorbike along a roadway	A motorcyclist is riding a motorbike along a roadway	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	A motorcyclist is riding their sponsored car along a roadway that has recently turned.	A motorcyclist is riding their sponsored car along a roadway that has recently turned.	FLICKR	FLICKR	TRAIN
202	A man with a helmet painted red is riding a blue motorcycle down the road	A motorcyclist with a red helmet is riding a blue motorcycle down the road	ENTAILMENT	4.8	A_entails_B	B_entails_A	A motorcyclist with a red helmet rides his blue motorcycle down the road.	A motorcyclist with a red helmet rides his blue motorcycle down the road.	FLICKR	FLICKR	TRAIN
204	A man with a helmet painted red is riding a blue motorcycle down the road	A motorcyclist is riding a motorbike along a roadway	ENTAILMENT	4	A_entails_B	B_neutral_A	A motorcyclist is riding their sponsored car along a roadway that has recently turned.	A motorcyclist with a red helmet rides his blue motorcycle down the road.	FLICKR	FLICKR	TEST
207	There is no motorcyclist riding a motorbike along a roadway	A motorcyclist with a red helmet is riding a blue motorcycle down the road	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	A motorcyclist with a red helmet rides his blue motorcycle down the road.	A motorcyclist is riding their sponsored car along a roadway that has recently turned.	FLICKR	FLICKR	TEST
208	A motorcyclist with a red helmet is riding a blue motorcycle down the road	A motorcyclist is riding a motorbike along a roadway	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A motorcyclist is riding their sponsored car along a roadway that has recently turned.	A motorcyclist with a red helmet rides his blue motorcycle down the road.	FLICKR	FLICKR	TEST
211	Two dogs are playing by a tree	Two dogs are playing by a plant	ENTAILMENT	4.6	A_entails_B	B_entails_A	Two dogs play by a tree.	Two dogs play by a tree.	FLICKR	FLICKR	TRIAL
219	There is no girl in white dancing	A girl in white is dancing	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	A girl in white dances.	A girl in white dances.	FLICKR	FLICKR	TRIAL
222	The blond girl is dancing in front of the sound equipment	The equipment in front of the blond dancing girl is sound	ENTAILMENT	3.9	A_entails_B	B_neutral_A	The blonde girl is dancing on stage in front of the sound equipment.	The blonde girl is dancing on stage in front of the sound equipment.	FLICKR	FLICKR	TEST
240	A woman is wearing an Egyptian hat on her head	A woman is wearing an Egyptian headdress	ENTAILMENT	4.3	A_entails_B	B_entails_A	A woman wears an Egytian-like headdress.	A woman wears an Egytian-like headdress.	FLICKR	FLICKR	TRAIN
244	The woman is not wearing glasses or a headdress	The woman is wearing glasses and a black headdress	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	The woman in glasses is wearing a black head dress.	The woman in glasses is wearing a black head dress.	FLICKR	FLICKR	TEST
247	The woman is not wearing glasses or a headdress	A woman is wearing an Egyptian headdress	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A woman wears an Egytian-like headdress.	The woman in glasses is wearing a black head dress.	FLICKR	FLICKR	TEST
265	The brown horse is very near a red barrel at the rodeo	The brown horse is near a red barrel at the rodeo	ENTAILMENT	4.8	A_entails_B	B_neutral_A	The brown horse is next to a red barrel at the rodeo.	The brown horse is next to a red barrel at the rodeo.	FLICKR	FLICKR	TRAIN
266	The brown horse is near a red barrel at the rodeo	The brown horse is far from a red barrel at the rodeo	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	The brown horse is next to a red barrel at the rodeo.	The brown horse is next to a red barrel at the rodeo.	FLICKR	FLICKR	TRAIN
273	A boy is standing in the cold water	A boy is standing in the water	ENTAILMENT	4.1	A_entails_B	B_neutral_A	A boy up to his knees in water.	A boy up to his knees in water.	FLICKR	FLICKR	TRAIN
276	The boy is sitting near the blue ocean	The boy is wading through the blue ocean	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	The boy is wading through the blue ocean.	The boy is wading through the blue ocean.	FLICKR	FLICKR	TRAIN
282	A skilled man is playing a guitar on stage	A man is playing a guitar on stage	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A man rocks out on stage with his guitar.	A man rocks out on stage with his guitar.	FLICKR	FLICKR	TEST
283	A man is playing a guitar on stage	There is no man playing a guitar on stage	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A man rocks out on stage with his guitar.	A man rocks out on stage with his guitar.	FLICKR	FLICKR	TRAIN
293	Two young girls are sitting on the ground	Two girls are sitting on the ground	ENTAILMENT	4.4	A_entails_B	B_neutral_A	two girls sitting on ground	two girls sitting on ground	FLICKR	FLICKR	TRAIN
300	A nude lady is walking in front of many people in body paint	A nude lady is walking in front of a crowd in body paint	ENTAILMENT	4.7	A_entails_B	B_entails_A	A nude lady walks in front of a crowd in body paint.	A nude lady walks in front of a crowd in body paint.	FLICKR	FLICKR	TEST
301	A nude lady is walking in front of a crowd in body paint	There is no lady walking in body paint in front of a crowd 	CONTRADICTION	2.9	A_contradicts_B	B_contradicts_A	A nude lady walks in front of a crowd in body paint.	A nude lady walks in front of a crowd in body paint.	FLICKR	FLICKR	TRAIN
303	A young, topless woman is covered in paint	A topless girl is covered in paint	ENTAILMENT	4.4	A_entails_B	B_entails_A	A young woman, topless except for paint or mud.	A young woman, topless except for paint or mud.	FLICKR	FLICKR	TRAIN
305	A nude lady is walking in front of a crowd in body paint	A topless girl is covered in paint	ENTAILMENT	3.8	A_entails_B	B_neutral_A	A nude lady walks in front of a crowd in body paint.	A young woman, topless except for paint or mud.	FLICKR	FLICKR	TRAIN
311	A group of people is near the ocean	A crowd of people is near the water	ENTAILMENT	4.3	A_entails_B	B_neutral_A	Crowd of people near the water.	Crowd of people near the water.	FLICKR	FLICKR	TRAIN
312	A crowd of people is near the water	A crowd of people is far from the water	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	Crowd of people near the water.	Crowd of people near the water.	FLICKR	FLICKR	TRAIN
324	A man is pointing at a silver sedan	A man is pointing at a car	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A man in the near distance is pointing to a silver sedan near him.	A man in the near distance is pointing to a silver sedan near him.	FLICKR	FLICKR	TEST
325	A man is pointing at a silver sedan	There is no man pointing at a car	CONTRADICTION	4.1	A_contradicts_B	B_contradicts_A	A man in the near distance is pointing to a silver sedan near him.	A man in the near distance is pointing to a silver sedan near him.	FLICKR	FLICKR	TEST
331	A group of people is on a beach	A group of people is near the sea	ENTAILMENT	4	A_entails_B	B_neutral_A	A group of people at a distance on a beach.	A group of people at a distance on a beach.	FLICKR	FLICKR	TRAIN
333	A man, a woman and two girls are walking on the beach	Four people are walking on the beach	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A man, woman, and two girls walk on the beach barefoot.	A man, woman, and two girls walk on the beach barefoot.	FLICKR	FLICKR	TRAIN
336	A man, a woman and two girls are sitting on the beach	A group of people is on a beach	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A group of people at a distance on a beach.	A man, woman, and two girls walk on the beach barefoot.	FLICKR	FLICKR	TEST
337	A man, a woman and two girls are walking on the beach	A group of people is near the sea	ENTAILMENT	3.8	A_entails_B	B_neutral_A	A man, woman, and two girls walk on the beach barefoot.	A group of people at a distance on a beach.	FLICKR	FLICKR	TEST
339	A man, a woman and two girls are walking on the beach	A group of people is on a beach	ENTAILMENT	4.3	A_entails_B	B_neutral_A	A group of people at a distance on a beach.	A man, woman, and two girls walk on the beach barefoot.	FLICKR	FLICKR	TRAIN
340	A schoolgirl with a black bag is on a crowded train	A girl with a black bag is on a crowded train	ENTAILMENT	4.7	A_entails_B	B_neutral_A	A girl with a black bag in a cramped position on a train	A girl with a black bag in a cramped position on a train	FLICKR	FLICKR	TRAIN
341	There is no girl with a black bag on a crowded train	A girl with a black bag is on a crowded train	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	A girl with a black bag in a cramped position on a train	A girl with a black bag in a cramped position on a train	FLICKR	FLICKR	TRAIN
343	An Asian woman in a crowd is carrying a black bag	An Asian woman in in the midst of many people is carrying a black bag	ENTAILMENT	4.8	A_entails_B	B_entails_A	Asian woman in crowd, carrying black bag with ""pain"" and spiked knuckle graphic.	Asian woman in crowd, carrying black bag with """"pain"""" and spiked knuckle graphic.	FLICKR	FLICKR	TEST
362	A dirty soccer ball is rolling into a goal net	A soccer ball is rolling into a goal net	ENTAILMENT	4.5	A_entails_B	B_neutral_A	View of a soccer ball being kicked into a goal net	View of a soccer ball being kicked into a goal net	FLICKR	FLICKR	TRAIN
363	A soccer ball is not rolling into a goal net	A soccer ball is rolling into a goal net	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	View of a soccer ball being kicked into a goal net	View of a soccer ball being kicked into a goal net	FLICKR	FLICKR	TRAIN
364	A person who plays soccer is kicking a ball into the goal	A soccer player is kicking a ball into the goal	ENTAILMENT	4.9	A_entails_B	B_entails_A	A soccer player kicks a ball into the unmanned goal.	A soccer player kicks a ball into the unmanned goal.	FLICKR	FLICKR	TEST
371	A man is resting on a chair and rubbing his eyes	A man is sitting on a chair and rubbing his eyes	ENTAILMENT	4.3	A_entails_B	B_neutral_A	A man sitting on a chair rubbing his eye.	A man sitting on a chair rubbing his eye.	FLICKR	FLICKR	TEST
372	A man is sitting on a chair and rubbing his eyes	There is no man sitting on a chair and rubbing his eyes	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	A man sitting on a chair rubbing his eye.	A man sitting on a chair rubbing his eye.	FLICKR	FLICKR	TRAIN
384	A white and tan dog is running through the tall and green grass	A white and tan dog is running through a field	ENTAILMENT	4.35	A_entails_B	B_neutral_A	A white and tan dog runs through the tall green grass.	A white and tan dog runs through the tall green grass.	FLICKR	FLICKR	TRIAL
390	A white and tan dog is running through the tall and green grass	A brown and white dog is running through the tall grass	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A medium sized brown and white streaked dog is running through tall grass.	A white and tan dog runs through the tall green grass.	FLICKR	FLICKR	TRAIN
404	Some people are walking	People are walking	ENTAILMENT	4.7	A_entails_B	B_entails_A	People walking	People walking	FLICKR	FLICKR	TRAIN
406	A group of scouts are hiking through the grass	People are walking	ENTAILMENT	3.6	A_entails_B	B_neutral_A	A group of scouts are hiking through the grass.	People walking	FLICKR	FLICKR	TEST
408	A group of explorers are walking through the grass	Some people are walking	ENTAILMENT	4.1	A_entails_B	B_neutral_A	People walking	A group of scouts are hiking through the grass.	FLICKR	FLICKR	TEST
410	A group of scouts are hiking through the grass	Some people are walking	ENTAILMENT	3.2	A_entails_B	B_neutral_A	A group of scouts are hiking through the grass.	People walking	FLICKR	FLICKR	TRAIN
411	Two men are taking a break from a trip on a snowy road	Two men are taking a break from a trip on a road covered by snow	ENTAILMENT	4.9	A_entails_B	B_entails_A	Two men taking a break from riding their bikes on a snowy road.	Two men taking a break from riding their bikes on a snowy road.	FLICKR	FLICKR	TEST
414	Two men are holding bikes and standing on the side of a road covered of snow	Two men with bikes are on the side of a snowy road	ENTAILMENT	4.7	A_entails_B	B_neutral_A	The two men and their bikes are on the side of a snowy road.	The two men and their bikes are on the side of a snowy road.	FLICKR	FLICKR	TEST
422	Two men are holding fishing poles and fishing tackle	Two men are holding fishing poles	ENTAILMENT	4.3	A_entails_B	B_neutral_A	Two men holding their fishing poles.	Two men holding their fishing poles.	FLICKR	FLICKR	TRAIN
423	Two men are not holding fishing poles	Two men are holding fishing poles	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	Two men holding their fishing poles.	Two men holding their fishing poles.	FLICKR	FLICKR	TRAIN
433	The helmeted girl is perching on a bike	The girl with a helmet is perching on a bike	ENTAILMENT	4.9	A_entails_B	B_entails_A	The helmeted girl perches on a bike.	The helmeted girl perches on a bike.	FLICKR	FLICKR	TEST
442	A blonds girl is surfing	A blond girl is riding the waves	ENTAILMENT	4.7	A_entails_B	B_entails_A	A blond girl rides the waves.	A blond girl rides the waves.	FLICKR	FLICKR	TRAIN
453	Two children and an adult are standing next to a tree limb	Three people are standing next to a tree limb	ENTAILMENT	4.6	A_entails_B	B_neutral_A	Two children and an adult standing next to a tree limb.	Two children and an adult standing next to a tree limb.	FLICKR	FLICKR	TEST
454	Two children and an adult are standing next to a tree limb	Two children and an adult are not standing next to a tree limb	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	Two children and an adult standing next to a tree limb.	Two children and an adult standing next to a tree limb.	FLICKR	FLICKR	TRAIN
455	Two children are hanging on a large branch	Two children are climbing a tree	ENTAILMENT	4.2	A_entails_B	B_neutral_A	Two children hanging on a large branch.	Two children hanging on a large branch.	FLICKR	FLICKR	TEST
456	There is no child hanging on a large branch	Two children are hanging on a large branch	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	Two children hanging on a large branch.	Two children hanging on a large branch.	FLICKR	FLICKR	TEST
463	There is no man dressed in black and riding a green bike	A man dressed in black is riding a bike	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	A man dressed in black rides a green bike.	A man dressed in black rides a green bike.	FLICKR	FLICKR	TEST
465	A man is performing stunts on a green bicycle	A man is performing a trick on a green bicycle	ENTAILMENT	4.7	A_entails_B	B_entails_A	A man performs a stoppie trick on his BMX green bicycle with no hands.	A man performs a stoppie trick on his BMX green bicycle with no hands.	FLICKR	FLICKR	TRAIN
466	A man is performing a trick on a green bicycle	There is no man performing a trick on a green bicycle	CONTRADICTION	4.8	A_contradicts_B	B_contradicts_A	A man performs a stoppie trick on his BMX green bicycle with no hands.	A man performs a stoppie trick on his BMX green bicycle with no hands.	FLICKR	FLICKR	TEST
469	A man is performing a trick on a green bicycle	A man is performing a trick on a bike	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A man performs a stoppie trick on his BMX green bicycle with no hands.	A man dressed in black rides a green bike.	FLICKR	FLICKR	TEST
473	A boy is holding a squirt gun	A child is holding a squirt gun	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A child with a squirt gun.	A child with a squirt gun.	FLICKR	FLICKR	TRAIN
474	There is no child holding a squirt gun	A child is holding a squirt gun	CONTRADICTION	3.035	A_contradicts_B	B_contradicts_A	A child with a squirt gun.	A child with a squirt gun.	FLICKR	FLICKR	TEST
476	There is no child holding a water gun or getting sprayed with water	A laughing child is holding a water gun and getting sprayed with water	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	A laughing child is holding a water gun and getting sprayed with water.	A laughing child is holding a water gun and getting sprayed with water.	FLICKR	FLICKR	TRAIN
478	A child is holding a squirt gun	There is no child holding a water gun or getting sprayed with water	CONTRADICTION	4.085	A_contradicts_B	B_contradicts_A	A child with a squirt gun.	A laughing child is holding a water gun and getting sprayed with water.	FLICKR	FLICKR	TEST
480	There is no child holding a squirt gun	A laughing child is holding a water gun and getting sprayed with water	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A laughing child is holding a water gun and getting sprayed with water.	A child with a squirt gun.	FLICKR	FLICKR	TEST
481	A laughing child is holding a water gun and getting sprayed with water	A child is holding a squirt gun	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A child with a squirt gun.	A laughing child is holding a water gun and getting sprayed with water.	FLICKR	FLICKR	TEST
489	There is no dog playing with a red ball	Two daschunds are playing with a red ball	CONTRADICTION	3	A_contradicts_B	B_contradicts_A	Two daschunds play with a red ball	Two brown dogs fight over a red ball while playing in the grass.	FLICKR	FLICKR	TRAIN
502	A man is sitting comfortably at a table	A person is sitting comfortably at the table	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A man sits at a table.	A man sits at a table.	FLICKR	FLICKR	TEST
503	A man isn't sitting comfortably at the table	A man is sitting comfortably at a table	CONTRADICTION	3.45	A_contradicts_B	B_contradicts_A	A man sits at a table.	A man sits at a table.	FLICKR	FLICKR	TEST
506	A man wearing a dyed black shirt is sitting at the table and laughing	There is no man wearing a shirt dyed black, sitting at the table and laughing	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	A man wearing a black shirt laughs while sitting at the table.	A man wearing a black shirt laughs while sitting at the table.	FLICKR	FLICKR	TRAIN
518	The woman wearing silver pants, pink bellbottoms and a pink scarf is happily riding a bike	The woman wearing silver pants, pink bellbottoms and a pink scarf is riding a bike	ENTAILMENT	4.7	A_entails_B	B_neutral_A	A woman with silver pants and pink bellbottoms, and a pink scarf riding her bike by a fence, with a buildings in the background.	A woman with silver pants and pink bellbottoms, and a pink scarf riding her bike by a fence, with a buildings in the background.	FLICKR	FLICKR	TEST
519	The woman wearing silver pants, pink bellbottoms and a pink scarf isn't riding a bike	The woman wearing silver pants, pink bellbottoms and a pink scarf is riding a bike	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	A woman with silver pants and pink bellbottoms, and a pink scarf riding her bike by a fence, with a buildings in the background.	A woman with silver pants and pink bellbottoms, and a pink scarf riding her bike by a fence, with a buildings in the background.	FLICKR	FLICKR	TEST
532	There is no man wearing a black helmet and pushing a bicycle	One man is wearing a black helmet and pushing a bicycle	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	A man wearing a black helmet is pushing his bicycle.	A man wearing a black helmet is pushing his bicycle.	FLICKR	FLICKR	TEST
541	The man in a grey t-shirt is sitting on a rock in front of the waterfall	The man in a t-shirt dyed grey is sitting on a rock in front of a waterfall	ENTAILMENT	4.9	A_entails_B	B_entails_A	a man in a grey shirt is sitting on a rock in front of a waterfall.	a man in a grey shirt is sitting on a rock in front of a waterfall.	FLICKR	FLICKR	TRAIN
