pair_ID,sentence_A,sentence_B,entailment_label,relatedness_score,entailment_AB,entailment_BA,sentence_A_original,sentence_B_original,sentence_A_dataset,sentence_B_dataset,SemEval_set
73,Two children are lying in the snow and are making snow angels,Two people in snowsuits are lying in the snow and making snow angels,NEUTRAL,4.2,A_neutral_B,B_neutral_A,Two children lying in the snow making snow angels,Two people in snowsuits laying in the snow making snow angels,FLICKR,FLICKR,TRAIN
76,A little girl is looking at a woman in costume,A little girl in costume looks like a woman,NEUTRAL,2.9,A_neutral_B,B_neutral_A,The back of a woman in costume ; little girl looks at her,The back of a woman in costume ; little girl looks at her,FLICKR,FLICKR,TEST
79,People are looking at some costumes gathered in the vicinity of the forest,People wearing costumes are gathering in a forest and are looking in the same direction,NEUTRAL,3.635,A_neutral_B,B_neutral_A,People with costumes are gathered in a wooded area looking the same direction.,People with costumes are gathered in a wooded area looking the same direction.,FLICKR,FLICKR,TRAIN
80,Masked people are looking in the same direction in a forest,A little girl is looking at a woman in costume,NEUTRAL,1.3,A_neutral_B,B_neutral_A,The back of a woman in costume ; little girl looks at her,People with costumes are gathered in a wooded area looking the same direction.,FLICKR,FLICKR,TEST
81,A little girl is looking at a woman in costume,People wearing costumes are scattering in a forest and are looking in different directions,NEUTRAL,2.4,A_neutral_B,B_neutral_A,The back of a woman in costume ; little girl looks at her,People with costumes are gathered in a wooded area looking the same direction.,FLICKR,FLICKR,TRAIN
82,A little girl is looking at a woman in costume,People are looking at some costumes gathered in the vicinity of the forest,NEUTRAL,2.6,A_neutral_B,B_neutral_A,The back of a woman in costume ; little girl looks at her,People with costumes are gathered in a wooded area looking the same direction.,FLICKR,FLICKR,TRAIN
83,A young girl is looking at a woman in costume,People wearing costumes are gathering in a forest and are looking in the same direction,NEUTRAL,2.2,A_neutral_B,B_neutral_A,People with costumes are gathered in a wooded area looking the same direction.,The back of a woman in costume ; little girl looks at her,FLICKR,FLICKR,TRAIN
84,People wearing costumes are gathering in a forest and are looking in the same direction,The little girl is looking at a man in costume,NEUTRAL,3,A_neutral_B,B_neutral_A,People with costumes are gathered in a wooded area looking the same direction.,The back of a woman in costume ; little girl looks at her,FLICKR,FLICKR,TRAIN
85,People wearing costumes are gathering in a forest and are looking in the same direction,A little girl in costume looks like a woman,NEUTRAL,2,A_neutral_B,B_neutral_A,People with costumes are gathered in a wooded area looking the same direction.,The back of a woman in costume ; little girl looks at her,FLICKR,FLICKR,TRAIN
86,A little girl is looking at a woman in costume,People wearing costumes are gathering in a forest and are looking in the same direction,NEUTRAL,2.6,A_neutral_B,B_neutral_A,The back of a woman in costume ; little girl looks at her,People with costumes are gathered in a wooded area looking the same direction.,FLICKR,FLICKR,TEST
91,A man is jumping into an empty pool,The man's jumper is in the empty pool,NEUTRAL,3.1,A_neutral_B,B_neutral_A,A man does bike jumps in the dark in an empty pool.,A man does bike jumps in the dark in an empty pool.,FLICKR,FLICKR,TRAIN
92,A lone biker is jumping in the air,A man is jumping into an empty swimming pool,NEUTRAL,1.6,A_neutral_B,B_neutral_A,a lone bicyclists jumping in the air over a ramp.,A man does bike jumps in the dark in an empty pool.,FLICKR,FLICKR,TEST
93,A lone biker is jumping in the air,A man is jumping into a full pool,NEUTRAL,1.7,A_neutral_B,B_neutral_A,A man does bike jumps in the dark in an empty pool.,a lone bicyclists jumping in the air over a ramp.,FLICKR,FLICKR,TRAIN
94,The man's jumper is in the empty pool,A lone biker is jumping in the air,NEUTRAL,1.4,A_neutral_B,B_neutral_A,a lone bicyclists jumping in the air over a ramp.,A man does bike jumps in the dark in an empty pool.,FLICKR,FLICKR,TRAIN
95,A man is jumping into an empty pool,A biker is jumping in the air alone,NEUTRAL,1.6,A_neutral_B,B_neutral_A,a lone bicyclists jumping in the air over a ramp.,A man does bike jumps in the dark in an empty pool.,FLICKR,FLICKR,TEST
96,A man is jumping into an empty pool,There is no biker jumping in the air,NEUTRAL,1.2,A_neutral_B,B_neutral_A,A man does bike jumps in the dark in an empty pool.,a lone bicyclists jumping in the air over a ramp.,FLICKR,FLICKR,TEST
97,A lone biker is jumping in the air,A man is jumping into an empty pool,NEUTRAL,1.5,A_neutral_B,B_neutral_A,a lone bicyclists jumping in the air over a ramp.,A man does bike jumps in the dark in an empty pool.,FLICKR,FLICKR,TRAIN
99,Four children are doing backbends in the gym,Four children are doing backbends in the park,NEUTRAL,3.8,A_neutral_B,B_neutral_A,Four children do backbends in the park.,Four children do backbends in the park.,FLICKR,FLICKR,TRAIN
101,Four girls are doing backbends and playing outdoors,Four girls are doing backbends and playing indoors,NEUTRAL,4,A_neutral_B,B_neutral_A,Four girls do backbends while playing outdoors.,Four girls do backbends while playing outdoors.,FLICKR,FLICKR,TEST
102,Four girls are doing backbends and playing in the garden,Four children are doing backbends in the park,NEUTRAL,3.7,A_neutral_B,B_neutral_A,Four children do backbends in the park.,Four girls do backbends while playing outdoors.,FLICKR,FLICKR,TEST
105,Four children are doing backbends in the gym,Four girls are doing backbends and playing outdoors,NEUTRAL,3.8,A_neutral_B,B_neutral_A,Four girls do backbends while playing outdoors.,Four children do backbends in the park.,FLICKR,FLICKR,TRIAL
106,Four girls are doing backbends and playing outdoors,Four children are doing backbends in the park,NEUTRAL,4.1,A_neutral_B,B_neutral_A,Four children do backbends in the park.,Four girls do backbends while playing outdoors.,FLICKR,FLICKR,TEST
110,Two teams are competing in a football match,Two teams are competing in a baseball game,NEUTRAL,3.9,A_neutral_B,B_neutral_A,Two teams compete in football.,Two teams compete in football.,FLICKR,FLICKR,TEST
112,Two groups of people are playing football,A player is running with the ball,NEUTRAL,2.1,A_neutral_B,B_neutral_A,A running back running with the football.,Two teams compete in football.,FLICKR,FLICKR,TRAIN
113,Two teams are competing in a baseball game,A player is running with the ball,NEUTRAL,3,A_neutral_B,B_neutral_A,A running back running with the football.,Two teams compete in football.,FLICKR,FLICKR,TRAIN
114,A player is running with the ball,Football is being played by two competing teams,NEUTRAL,3,A_neutral_B,B_neutral_A,A running back running with the football.,Two teams compete in football.,FLICKR,FLICKR,TEST
115,Two teams are competing in a football match,A man who is playing is running with the ball in his hands,NEUTRAL,2.7,A_neutral_B,B_neutral_A,Two teams compete in football.,A running back running with the football.,FLICKR,FLICKR,TEST
116,A player is throwing the ball,Two teams are competing in a football match,NEUTRAL,2.9,A_neutral_B,B_neutral_A,Two teams compete in football.,A running back running with the football.,FLICKR,FLICKR,TRIAL
117,A player is running with the ball,Two teams are competing in a football match,NEUTRAL,2.6,A_neutral_B,B_neutral_A,A running back running with the football.,Two teams compete in football.,FLICKR,FLICKR,TRAIN
119,Five children are standing in front of a wooden hut,Five children are standing in a wooden hut,NEUTRAL,4.2,A_neutral_B,B_neutral_A,Five children are standing in front of a wooden hut.,Five children are standing in front of a wooden hut.,FLICKR,FLICKR,TRIAL
120,Five wooden stands are in front of each child's hut,Five children are standing in front of a wooden hut,NEUTRAL,3.2,A_neutral_B,B_neutral_A,Five children are standing in front of a wooden hut.,Five children are standing in front of a wooden hut.,FLICKR,FLICKR,TRAIN
123,Five children are standing in front of a wooden hut,Five kids are standing close together and one kid has a weapon,NEUTRAL,2.8,A_neutral_B,B_neutral_A,Five children are standing in front of a wooden hut.,There are five kids standing next to each other and the one in the red has a gun.,FLICKR,FLICKR,TEST
124,Five kids are standing close together and none of the kids has a gun,Five children are standing in front of a wooden hut,NEUTRAL,2.6,A_neutral_B,B_neutral_A,Five children are standing in front of a wooden hut.,There are five kids standing next to each other and the one in the red has a gun.,FLICKR,FLICKR,TRAIN
125,Five children are standing in front of a hut made of wood,Five kids are standing close together and one kid has a gun,NEUTRAL,3,A_neutral_B,B_neutral_A,There are five kids standing next to each other and the one in the red has a gun.,Five children are standing in front of a wooden hut.,FLICKR,FLICKR,TEST
126,Five children are standing in a wooden hut,Five kids are standing close together and one kid has a gun,NEUTRAL,2.7,A_neutral_B,B_neutral_A,There are five kids standing next to each other and the one in the red has a gun.,Five children are standing in front of a wooden hut.,FLICKR,FLICKR,TRAIN
127,Five wooden stands are in front of each child's hut,Five kids are standing close together and one kid has a gun,NEUTRAL,2.3,A_neutral_B,B_neutral_A,There are five kids standing next to each other and the one in the red has a gun.,Five children are standing in front of a wooden hut.,FLICKR,FLICKR,TRAIN
128,Five children are standing in front of a wooden hut,Five kids are standing close together and one kid has a gun,NEUTRAL,2.3,A_neutral_B,B_neutral_A,Five children are standing in front of a wooden hut.,There are five kids standing next to each other and the one in the red has a gun.,FLICKR,FLICKR,TEST
130,A man is sitting in a field,A man is running in a field,NEUTRAL,2.6,A_neutral_B,B_neutral_A,A man sitting cross-legged in a field,A man sitting cross-legged in a field,FLICKR,FLICKR,TRAIN
131,A person is wearing a hat and is sitting on the grass,A person is sitting in a field and is wearing a hat,NEUTRAL,4.1,A_neutral_B,B_neutral_A,A person wearing a hat sits on the grass with a mountain behind him.,A person wearing a hat sits on the grass with a mountain behind him.,FLICKR,FLICKR,TRAIN
133,A person is sitting and wearing a grass hat,A person is wearing a hat and is sitting on the grass,NEUTRAL,3.4,A_neutral_B,B_neutral_A,A person wearing a hat sits on the grass with a mountain behind him.,A person wearing a hat sits on the grass with a mountain behind him.,FLICKR,FLICKR,TRAIN
134,A person is sitting in a field and is wearing a hat,A man is sitting in a field,NEUTRAL,4,A_neutral_B,B_neutral_A,A man sitting cross-legged in a field,A person wearing a hat sits on the grass with a mountain behind him.,FLICKR,FLICKR,TEST
135,A man is sitting in a field,There is no person wearing a hat and sitting on the grass,NEUTRAL,2.7,A_neutral_B,B_neutral_A,A man sitting cross-legged in a field,A person wearing a hat sits on the grass with a mountain behind him.,FLICKR,FLICKR,TEST
136,A person is sitting and wearing a grass hat,A man is sitting in a field,NEUTRAL,3.3,A_neutral_B,B_neutral_A,A man sitting cross-legged in a field,A person wearing a hat sits on the grass with a mountain behind him.,FLICKR,FLICKR,TRAIN
137,An old man is sitting in a field,A person is wearing a hat and is sitting on the grass,NEUTRAL,2.8,A_neutral_B,B_neutral_A,A person wearing a hat sits on the grass with a mountain behind him.,A man sitting cross-legged in a field,FLICKR,FLICKR,TEST
138,A person is wearing a hat and is sitting on the grass,A man is running in a field,NEUTRAL,1.4,A_neutral_B,B_neutral_A,A person wearing a hat sits on the grass with a mountain behind him.,A man sitting cross-legged in a field,FLICKR,FLICKR,TEST
139,A man is sitting in a field,A person is wearing a hat and is sitting on the grass,NEUTRAL,3.8,A_neutral_B,B_neutral_A,A man sitting cross-legged in a field,A person wearing a hat sits on the grass with a mountain behind him.,FLICKR,FLICKR,TRAIN
144,A group of friends are riding the current in a raft,Preservers are being worn by a group of people who are practicing water safety,NEUTRAL,2.9,A_neutral_B,B_neutral_A,A group of friends ride the current in a raft.,this group of people are practicing water safety by wearing preservers while in a raft on the river,FLICKR,FLICKR,TEST
145,Nobody is practicing water safety and wearing preservers,A group of friends are riding the current in a raft,NEUTRAL,2.2,A_neutral_B,B_neutral_A,A group of friends ride the current in a raft.,this group of people are practicing water safety by wearing preservers while in a raft on the river,FLICKR,FLICKR,TEST
146,The current is being ridden by a group of friends in a raft,This group of people is practicing water safety and wearing preservers,NEUTRAL,3.2,A_neutral_B,B_neutral_A,this group of people are practicing water safety by wearing preservers while in a raft on the river,A group of friends ride the current in a raft.,FLICKR,FLICKR,TRAIN
147,A group is not riding the current in a raft,This group of people is practicing water safety and wearing preservers,NEUTRAL,2.8,A_neutral_B,B_neutral_A,this group of people are practicing water safety by wearing preservers while in a raft on the river,A group of friends ride the current in a raft.,FLICKR,FLICKR,TEST
148,A group of friends are riding the current in a raft,This group of people is practicing water safety and wearing preservers,NEUTRAL,3.1,A_neutral_B,B_neutral_A,A group of friends ride the current in a raft.,this group of people are practicing water safety by wearing preservers while in a raft on the river,FLICKR,FLICKR,TRAIN
155,A deer is jumping over the enclosure,A deer is jumping a fence,NEUTRAL,4.2,A_neutral_B,B_neutral_A,A deer jumps a fence.,A deer is jumping over a fence.,FLICKR,FLICKR,TEST
159,People are walking inside a building that has many murals on it,People are walking outside a building that has many murals on it,NEUTRAL,3.4,A_neutral_B,B_neutral_A,People walk outside of a building that has many murals painted on it.,People walk outside of a building that has many murals painted on it.,FLICKR,FLICKR,TRAIN
165,Several people are in front of a colorful building,People are walking inside a building that has many murals on it,NEUTRAL,3.4,A_neutral_B,B_neutral_A,Several people are in a front of a colorful painted building.,People walk outside of a building that has many murals painted on it.,FLICKR,FLICKR,TEST
166,People are walking outside a building that has many murals on it,Several people are in front of a colorful building,NEUTRAL,3.7,A_neutral_B,B_neutral_A,People walk outside of a building that has many murals painted on it.,Several people are in a front of a colorful painted building.,FLICKR,FLICKR,TEST
171,A little boy is watching a family that is hitting a baseball,A family is watching a little boy who is hitting a baseball,NEUTRAL,3.7,A_neutral_B,B_neutral_A,A little boy hits a baseball while his family watches,A little boy hits a baseball while his family watches,FLICKR,FLICKR,TEST
173,A child is hitting a baseball,A family is watching a little boy who is missing a baseball,NEUTRAL,3.015,A_neutral_B,B_neutral_A,A child hits a baseball.,A little boy hits a baseball while his family watches,FLICKR,FLICKR,TRAIN
174,A little boy is watching a family that is hitting a baseball,A child is hitting a baseball,NEUTRAL,3.7,A_neutral_B,B_neutral_A,A child hits a baseball.,A little boy hits a baseball while his family watches,FLICKR,FLICKR,TEST
176,A child is missing a baseball,A family is watching a little boy who is hitting a baseball,NEUTRAL,2.7,A_neutral_B,B_neutral_A,A little boy hits a baseball while his family watches,A child hits a baseball.,FLICKR,FLICKR,TRAIN
179,A large group of Asian people is eating at a restaurant,A small group of people is waiting to eat in a restaurant,NEUTRAL,3.4,A_neutral_B,B_neutral_A,A large group of asian people are eating at a restaurant.,A large group of asian people are eating at a restaurant.,FLICKR,FLICKR,TEST
180,A large group of Asian people is eating at a restaurant,A group of people in a large Asian restaurant is eating,NEUTRAL,3.5,A_neutral_B,B_neutral_A,A large group of asian people are eating at a restaurant.,A large group of asian people are eating at a restaurant.,FLICKR,FLICKR,TEST
183,A purple crowd of people is eating on various red lit restaurant tables,Various people are eating at red tables in a crowded restaurant with purple lights,NEUTRAL,3.3,A_neutral_B,B_neutral_A,Various people are eating at red tables in a crowded restaurant with purple lights.,Various people are eating at red tables in a crowded restaurant with purple lights.,FLICKR,FLICKR,TRAIN
184,A large group of Asian people is eating at a restaurant,Various customers are eating in a crowded restaurant with purple lights,NEUTRAL,2.9,A_neutral_B,B_neutral_A,A large group of asian people are eating at a restaurant.,Various people are eating at red tables in a crowded restaurant with purple lights.,FLICKR,FLICKR,TRAIN
185,Few people are eating at red tables in a restaurant without lights,A large group of Asian people is eating at a restaurant,NEUTRAL,2.6,A_neutral_B,B_neutral_A,A large group of asian people are eating at a restaurant.,Various people are eating at red tables in a crowded restaurant with purple lights.,FLICKR,FLICKR,TRIAL
186,A purple crowd of people is eating on various red lit restaurant tables,A large group of Asian people is eating at a restaurant,NEUTRAL,3.1,A_neutral_B,B_neutral_A,Various people are eating at red tables in a crowded restaurant with purple lights.,A large group of asian people are eating at a restaurant.,FLICKR,FLICKR,TRAIN
187,A group of people from Asia is eating at a restaurant,Various people are eating at red tables in a crowded restaurant with purple lights,NEUTRAL,3,A_neutral_B,B_neutral_A,Various people are eating at red tables in a crowded restaurant with purple lights.,A large group of asian people are eating at a restaurant.,FLICKR,FLICKR,TEST
188,Various people are eating at red tables in a crowded restaurant with purple lights,A small group of people is waiting to eat in a restaurant,NEUTRAL,3.2,A_neutral_B,B_neutral_A,Various people are eating at red tables in a crowded restaurant with purple lights.,A large group of asian people are eating at a restaurant.,FLICKR,FLICKR,TRAIN
189,A group of people in a large Asian restaurant is eating,Various people are eating at red tables in a crowded restaurant with purple lights,NEUTRAL,3.3,A_neutral_B,B_neutral_A,Various people are eating at red tables in a crowded restaurant with purple lights.,A large group of asian people are eating at a restaurant.,FLICKR,FLICKR,TEST
190,A large group of Asian people is eating at a restaurant,Various people are eating at red tables in a crowded restaurant with purple lights,NEUTRAL,3.3,A_neutral_B,B_neutral_A,A large group of asian people are eating at a restaurant.,Various people are eating at red tables in a crowded restaurant with purple lights.,FLICKR,FLICKR,TEST
195,A rider is on a black and white bike and is standing on the seat,A motorcycle rider is standing up on the seat of a white motorcycle,NEUTRAL,3.6,A_neutral_B,B_neutral_A,A motorcycle rider starts to sand up on the seat of his white motorcycle.,Someone is on a black and white motorcycle and putting their feet on the seat.,FLICKR,FLICKR,TEST
197,Someone is on a black and white motorcycle and is standing on the seat,A motorcycle is riding standing up on the seat of the vehicle,NEUTRAL,3.165,A_neutral_B,B_neutral_A,Someone is on a black and white motorcycle and putting their feet on the seat.,A motorcycle rider starts to sand up on the seat of his white motorcycle.,FLICKR,FLICKR,TRIAL
199,Someone is on a black and white motorcycle and is standing on the seat,A motorcycle rider is standing up on the seat of a white motorcycle,NEUTRAL,3.7,A_neutral_B,B_neutral_A,A motorcycle rider starts to sand up on the seat of his white motorcycle.,Someone is on a black and white motorcycle and putting their feet on the seat.,FLICKR,FLICKR,TEST
203,A motorcyclist with a red helmet is riding a blue motorcycle down the road,A motorcyclist without a helmet is waiting on a blue motorcycle near the road,NEUTRAL,3.7,A_neutral_B,B_neutral_A,A motorcyclist with a red helmet rides his blue motorcycle down the road.,A motorcyclist with a red helmet rides his blue motorcycle down the road.,FLICKR,FLICKR,TEST
