pair_ID,sentence_A,sentence_B,entailment_label,relatedness_score,entailment_AB,entailment_BA,sentence_A_original,sentence_B_original,sentence_A_dataset,sentence_B_dataset,SemEval_set
442,A blonds girl is surfing,A blond girl is riding the waves,ENTAILMENT,4.7,A_entails_B,B_entails_A,A blond girl rides the waves.,A blond girl rides the waves.,FLICKR,FLICKR,TRAIN
465,A man is performing stunts on a green bicycle,A man is performing a trick on a green bicycle,ENTAILMENT,4.7,A_entails_B,B_entails_A,A man performs a stoppie trick on his BMX green bicycle with no hands.,A man performs a stoppie trick on his BMX green bicycle with no hands.,FLICKR,FLICKR,TRAIN
491,The black and white dog is running and a person stands behind it,The dog which is black and white is running and a person stands behind it,ENTAILMENT,4.9,A_entails_B,B_entails_A,A black and white dog running from under a yellow cover with a person behind them.,A black and white dog running from under a yellow cover with a person behind them.,FLICKR,FLICKR,TRAIN
494,A little dog is sprinting and the person who owns it is trying to catch it,A little dog is sprinting and its owner is trying to catch it,ENTAILMENT,4.8,A_entails_B,B_entails_A,A small dog sprints away while it's owner tries to catch it.,A small dog sprints away while it's owner tries to catch it.,FLICKR,FLICKR,TRAIN
505,A man wearing a dyed black shirt is sitting at the table and laughing,A black shirt is being worn by a man who is sitting at the table and laughing,ENTAILMENT,4.7,A_entails_B,B_entails_A,A man wearing a black shirt laughs while sitting at the table.,A man wearing a black shirt laughs while sitting at the table.,FLICKR,FLICKR,TRAIN
528,A person who is riding a bike is wearing gear which is black,A biker is wearing gear which is black,ENTAILMENT,4.7,A_entails_B,B_entails_A,A biker is wearing all black gear with buildings and a tree with no leaves nearby.,A biker is wearing all black gear with buildings and a tree with no leaves nearby.,FLICKR,FLICKR,TRAIN
531,A black helmet is being worn by a man who is pushing a bicycle,One man is wearing a black helmet and pushing a bicycle,ENTAILMENT,4.8,A_entails_B,B_entails_A,A man wearing a black helmet is pushing his bicycle.,A man wearing a black helmet is pushing his bicycle.,FLICKR,FLICKR,TRAIN
541,The man in a grey t-shirt is sitting on a rock in front of the waterfall,The man in a t-shirt dyed grey is sitting on a rock in front of a waterfall,ENTAILMENT,4.9,A_entails_B,B_entails_A,a man in a grey shirt is sitting on a rock in front of a waterfall.,a man in a grey shirt is sitting on a rock in front of a waterfall.,FLICKR,FLICKR,TRAIN
544,One woman is sitting and looks at the waterfall,A woman is sitting and looking at the waterfall,ENTAILMENT,4.6,A_entails_B,B_entails_A,A woman sits staring at a waterfall.,A woman sits staring at a waterfall.,FLICKR,FLICKR,TEST
557,A dark black dog and a light brown dog are playing in the yard in the back,A dark black dog and a light brown dog are playing in the backyard,ENTAILMENT,4.9,A_entails_B,B_entails_A,A dark black dog is playing with a light brown dog in a backyard.,A dark black dog is playing with a light brown dog in a backyard.,FLICKR,FLICKR,TRAIN
567,A dog that has a brown and white coat is trotting through shallow water,A dog that has a white and brown colored coat is trotting through shallow water.,ENTAILMENT,5,A_entails_B,B_entails_A,A brown and white dog trots across shallow water with his mouth open.,A brown and white dog trots across shallow water with his mouth open.,FLICKR,FLICKR,TEST
570,A white and brown dog is walking through the water with difficulty,A white and brown dog is pacing through the water with difficulty,ENTAILMENT,4.5,A_entails_B,B_entails_A,A white and brown dog is walking through the water.,A white and brown dog is walking through the water.,FLICKR,FLICKR,TRAIN
580,A group of boys are playing with a ball in front of a large door made of wood,A bunch of boys are playing with a ball in front of a large door made of wood,ENTAILMENT,4.9,A_entails_B,B_entails_A,A gorup of boys are playing with a ball in front of a large wooden door.,A gorup of boys are playing with a ball in front of a large wooden door.,FLICKR,FLICKR,TEST
583,The children are playing in front of a door which is very large,The children are playing in front of a large door,ENTAILMENT,4.9,A_entails_B,B_entails_A,Children play in front of a large door.,Children play in front of a large door.,FLICKR,FLICKR,TEST
593,A black red white and pink dress is being worn by a woman,A dress which is black red white and pink is being worn by a woman,ENTAILMENT,4.9,A_entails_B,B_entails_A,a woman wearing a black red white and pink dress,a woman wearing a black red white and pink dress,FLICKR,FLICKR,TEST
600,The teenage girl is wearing beads that are red,A teenage girl is wearing beads that are red,ENTAILMENT,5,A_entails_B,B_entails_A,A close up of a teenage girl wearing red beads.,A close up of a teenage girl wearing red beads.,FLICKR,FLICKR,TEST
603,A young lady with light brown hair is wearing a red necklace a sweatshirt and earrings and is smiling,A lady of young age with light brown hair is wearing a red necklace a sweatshirt and earrings and is smiling,ENTAILMENT,5,A_entails_B,B_entails_A,A young woman with light brown hair wearing a red beaded neclace a Gonzaga sweatshirt and earrings stands smiling.,A young woman with light brown hair wearing a red beaded neclace a Gonzaga sweatshirt and earrings stands smiling.,FLICKR,FLICKR,TRAIN
613,A boy is climbing up a wall artificially built for climbing and is attached to a rope,A boy is effortlessly climbing up a wall artificially built for climbing and is attached to a rope,ENTAILMENT,4.9,A_entails_B,B_entails_A,A boy is climbing up an artificial climbing wall whilst attached to a rope.,A boy is climbing up an artificial climbing wall whilst attached to a rope.,FLICKR,FLICKR,TEST
616,A fearful little boy is on a climbing wall,A little boy who looks fearful is on a climbing wall.,ENTAILMENT,5,A_entails_B,B_entails_A,A frightened little boy on a climbing wall.,A frightened little boy on a climbing wall.,FLICKR,FLICKR,TEST
626,A dad is launching his daughter into a swimming pool,A father is launching the daughter in a swimming pool,ENTAILMENT,4.8,A_entails_B,B_entails_A,A father launches his daughter in an Oceanside pool.,A father launches his daughter in an Oceanside pool.,FLICKR,FLICKR,TRAIN
629,The man is tossing a kid into the swimming pool that is near the ocean,One man is tossing a kid into the swimming pool that is near the ocean,ENTAILMENT,4.8,A_entails_B,B_entails_A,The man tossed a child into the swimming pool near the ocean.,The man tossed a child into the swimming pool near the ocean.,FLICKR,FLICKR,TRAIN
639,One man is climbing the cliff with a rope,One man is climbing a cliff with a rope,ENTAILMENT,4.9,A_entails_B,B_entails_A,A man is climbing a rope up a cliff.,A man is climbing a rope up a cliff.,FLICKR,FLICKR,TEST
642,A person is climbing a rock with a rope which is pink,A rock is being climbed by a person with a rope which is pink,ENTAILMENT,5,A_entails_B,B_entails_A,A person is climbing up a rock with a pink rope.,A person is climbing up a rock with a pink rope.,FLICKR,FLICKR,TEST
652,The young boy is climbing the wall made of rock,One young boy is climbing a wall made of rock,ENTAILMENT,4.8,A_entails_B,B_entails_A,a young boy climbs the rock wall.,a young boy climbs the rock wall.,FLICKR,FLICKR,TEST
655,A young child is climbing a rock climbing wall which is indoors,A young kid is climbing a rock climbing wall which is indoors,ENTAILMENT,4.7,A_entails_B,B_entails_A,A young child climbs an indoor rock climbing wall.,A young child climbs an indoor rock climbing wall.,FLICKR,FLICKR,TRAIN
665,One man is doing a trick with a bicycle in midair,One man is doing a bicycle trick in midair,ENTAILMENT,4.8,A_entails_B,B_entails_A,A trick cyclist takes air.,A trick cyclist takes air.,FLICKR,FLICKR,TEST
676,A dog which is black and a white one are staring at each other in the street,A dog which is black and another one which is white are staring at each other in the street,ENTAILMENT,4.9,A_entails_B,B_entails_A,A black dog and a white dog with brown spots are staring at each other in the street.,A black dog and a white dog with brown spots are staring at each other in the street.,FLICKR,FLICKR,TRAIN
692,A dog which is furry and black is in a backyard and is carrying a basket in its mouth.,A dog which is furry and black is in a back yard and is carrying a basket in its mouth,ENTAILMENT,5,A_entails_B,B_entails_A,A furry black dog in a back yard carrying a basket in its mouth.,A furry black dog in a back yard carrying a basket in its mouth.,FLICKR,FLICKR,TRAIN
702,Two persons of large size are sitting on a park bench and they have a bottle of soda between them,Two large persons are sitting on a park bench and they have a bottle of soda between them,ENTAILMENT,4.7,A_entails_B,B_entails_A,A large man and large woman sitting on a park bench with a bottle of soda between them.,A large man and large woman sitting on a park bench with a bottle of soda between them.,FLICKR,FLICKR,TRAIN
704,Two large park benches have a person sitting and a bottle of soda between them,Two large persons are sitting on a park bench and they have a bottle of soda between them,ENTAILMENT,3.7,A_entails_B,B_entails_A,A large man and large woman sitting on a park bench with a bottle of soda between them.,A large man and large woman sitting on a park bench with a bottle of soda between them.,FLICKR,FLICKR,TRAIN
713,One man is leading the race,A man is leading the race,ENTAILMENT,5,A_entails_B,B_entails_A,A man leads the way in a race.,A man leads the way in a race.,FLICKR,FLICKR,TEST
716,A few men in a competition are running outside,A few men in a competition are running outdoors,ENTAILMENT,4.1,A_entails_B,B_entails_A,Two men running outside in a competition.,Two men running outside in a competition.,FLICKR,FLICKR,TEST
726,The subject is being studied by a man with a camera,A man with a camera is studying the subject,ENTAILMENT,4.9,A_entails_B,B_entails_A,A man with a camera studies his work.,A man with a camera studies his work.,FLICKR,FLICKR,TEST
729,The man with the dyed purple hat is operating a camera that makes videos,The man in the purple hat is operating a camera that makes videos,ENTAILMENT,4.9,A_entails_B,B_entails_A,The man in the purple hat is operating a video camera.,The man in the purple hat is operating a video camera.,FLICKR,FLICKR,TRAIN
737,The bride and the groom are leaving after the marriage,The bride and the groom are leaving after the wedding,ENTAILMENT,4.8,A_entails_B,B_entails_A,A man and bride walk down the aisle,A man and bride walk down the aisle,FLICKR,FLICKR,TRAIN
740,A married couple is walking down the aisle,A couple who have just got married are walking down the isle,ENTAILMENT,4.8,A_entails_B,B_entails_A,A bride and groom leaving after the wedding.,A bride and groom leaving after the wedding.,FLICKR,FLICKR,TEST
752,The presentation is being watched by a classroom of students,The presentation is being attended by a classroom of students,ENTAILMENT,4.8,A_entails_B,B_entails_A,A classroom of students watching a presentation.,A classroom of students watching a presentation.,FLICKR,FLICKR,TRAIN
774,A woman who is old is near a dog that has a white coat,A woman who is old is near a white dog,ENTAILMENT,4.4,A_entails_B,B_entails_A,An old woman with a white dog,An old woman with a white dog,FLICKR,FLICKR,TRAIN
805,A girl from Asia in front of a brick window looks surprised,A girl from Asia in front of a window made of bricks looks surprised,ENTAILMENT,4.9,A_entails_B,B_entails_A,girl wearing radio t-shirt has open mouth,girl wearing radio t-shirt has open mouth,FLICKR,FLICKR,TEST
808,A girl is wearing a t-shirt and has her mouth open.,A girl has a t-shirt and is keeping her mouth open,ENTAILMENT,4.6,A_entails_B,B_entails_A,an asian girl looking surprised in front of a brick window,an asian girl looking surprised in front of a brick window,FLICKR,FLICKR,TEST
816,A group of people is equipped with protective gear,A group of people is equipped with gear used for protection,ENTAILMENT,5,A_entails_B,B_entails_A,A group of people in protective gear.,A group of people in protective gear.,FLICKR,FLICKR,TRIAL
818,A person in biking gear is standing steadily in front of some mountains ,A person in the gear used for biking is standing steadily in front of the mountains,ENTAILMENT,4.8,A_entails_B,B_entails_A,A person in bike riding gear standing with mountains in the background.,A person in bike riding gear standing with mountains in the background.,FLICKR,FLICKR,TEST
840,A man with climbing equipment is hanging from a rock which is vertical and white,A man with equipment used for climbing is hanging from a white vertical rock.,ENTAILMENT,4.8,A_entails_B,B_entails_A,A man with rock climbing equipment is hanging from a vertical white rock.,A man with rock climbing equipment is hanging from a vertical white rock.,FLICKR,FLICKR,TEST
867,The ice skating rink placed outdoors is full of people,An ice skating rink placed outdoors is full of people,ENTAILMENT,4.9,A_entails_B,B_entails_A,An ice skating park in winter with many people.,An ice skating park in winter with many people.,FLICKR,FLICKR,TRAIN
880,The girl in the blue and white uniform is cheering,Some cheers are being performed by the girl in the blue and white uniform,ENTAILMENT,4.9,A_entails_B,B_entails_A,Girl in blue and white uniform doing cheers,Girl in blue and white uniform doing cheers,FLICKR,FLICKR,TRAIN
892,People are on a beach full of sand by the ocean and are enjoying a sunny day,People are on a beach full of sand by the ocean and are enjoying a day full of sun,ENTAILMENT,4.8,A_entails_B,B_entails_A,People are enjoying a sunny day on a sandy beach by the ocean.,People are enjoying a sunny day on a sandy beach by the ocean.,FLICKR,FLICKR,TRAIN
912,A woman is being kissed by a man,A lady is being kissed by a man,ENTAILMENT,4.9,A_entails_B,B_entails_A,a man is kissing a woman.,a man is kissing a woman.,FLICKR,FLICKR,TEST
926,The young girl is blowing a bubble that is huge,The girl who is young is blowing a bubble that is huge,ENTAILMENT,4.9,A_entails_B,B_entails_A,The young girl blows a huge bubble.,The young girl blows a huge bubble.,FLICKR,FLICKR,TEST
934,A young child is wearing boots made of green rubber and playing in a puddle full of mud,A young child is wearing green boots and playing in a puddle full of mud,ENTAILMENT,4.6,A_entails_B,B_entails_A,a young child wearing green boots playing in a mud puddle,a young child wearing green boots playing in a mud puddle,FLICKR,FLICKR,TEST
937,A little boy is jumping into a puddle in the street,A little boy is jumping into a puddle on the street,ENTAILMENT,4.9,A_entails_B,B_entails_A,The little boy is jumping into a puddle on the street.,The little boy is jumping into a puddle on the street.,FLICKR,FLICKR,TEST
947,Some corndogs are being eaten by two toddlers who are in a wagon which is really small,Two toddlers are eating corndogs in a wagon which is really small,ENTAILMENT,4.8,A_entails_B,B_entails_A,Two toddlers are eating corndogs in a small wagon or bin.,Two toddlers are eating corndogs in a small wagon or bin.,FLICKR,FLICKR,TRIAL
950,Two young kids are eating corndogs,Two young children are eating corndogs,ENTAILMENT,4.9,A_entails_B,B_entails_A,two young children eat corndogs.,two young children eat corndogs.,FLICKR,FLICKR,TRAIN
960,A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face,A man in a shirt dyed purple is looking at a man in a black shirt who is doing a face which looks funny,ENTAILMENT,5,A_entails_B,B_entails_A,a man in a purple shirt is looking at a man in a black shirt who is pulling a funny face.,a man in a purple shirt is looking at a man in a black shirt who is pulling a funny face.,FLICKR,FLICKR,TRAIN
973,A horse is tossing the cowboy wearing pants of blue and red color,The cowboy in blue and red pants is being tossed by a horse,ENTAILMENT,4.9,A_entails_B,B_entails_A,Cowboy in blue and red pants getting bucked off a horse.,Cowboy in blue and red pants getting bucked off a horse.,FLICKR,FLICKR,TRAIN
989,The man and the boy are standing at the bottom of the stairs which are outdoors,A man and a boy are standing at the bottom of some stairs which are outdoors,ENTAILMENT,5,A_entails_B,B_entails_A,The man and the boy are standing at the bottom of the outdoor stairs.,The man and the boy are standing at the bottom of the outdoor stairs.,FLICKR,FLICKR,TRAIN
999,A boy in a red shirt is in front of a long blue wall and is suspiciously raising an eyebrow at the camera,A boy in a red shirt is in front a wall which is long and blue and is suspiciously raising an eyebrow at the camera,ENTAILMENT,4.7,A_entails_B,B_entails_A,a boy in a red shirt in front of a long blue wall raises his eyebrow at the camera,a boy in a red shirt in front of a long blue wall raises his eyebrow at the camera,FLICKR,FLICKR,TEST
1001,A boy is standing in front of the building painted blue in the space reserved for handicapped people,A boy is standing in front of the blue building in the space reserved for handicapped people,ENTAILMENT,4.8,A_entails_B,B_entails_A,An African American boy stands in front of a blue building in the handicapped space.,An African American boy stands in front of a blue building in the handicapped space.,FLICKR,FLICKR,TEST
1008,The Jockeys are riding horses on the field which is completely green,The Jockeys are racing horses on the field which is completely green,ENTAILMENT,4.7,A_entails_B,B_entails_A,Jockeys are racing their horses on the green field.,Jockeys are racing their horses on the green field.,FLICKR,FLICKR,TRAIN
1011,A few horses are racing furiously over the green grass and jumping the obstacle,Some horses are racing furiously over the green grass and jumping an obstacle,ENTAILMENT,4.7,A_entails_B,B_entails_A,Horses being ridden over green grass and jumping an obstacle.,Horses being ridden over green grass and jumping an obstacle.,FLICKR,FLICKR,TEST
1021,A woman is wearing sunglasses of large size and is holding newspapers in both hands,The woman is wearing sunglasses of large size and is holding newspapers in both hands,ENTAILMENT,5,A_entails_B,B_entails_A,A woman wearing large sunglasses holds newspapers in both hands.,A woman wearing large sunglasses holds newspapers in both hands.,FLICKR,FLICKR,TRAIN
1024,An old woman is wearing a rose patterned shirt and is clumsily carrying two newspapers,An old woman is wearing a shirt with a rose pattern upon it and is clumsily carrying two newspapers,ENTAILMENT,4.8,A_entails_B,B_entails_A,An older woman in a rose patterned shirt is carrying two newspapers.,An older woman in a rose patterned shirt is carrying two newspapers.,FLICKR,FLICKR,TEST
1032,One person who is practicing snowboarding jumps into the air,A person who is practicing snowboarding jumps into the air,ENTAILMENT,5,A_entails_B,B_entails_A,a snowboarder jumps into the air.,a snowboarder jumps into the air.,FLICKR,FLICKR,TEST
1045,A dog is near a ball colored in red which is in the air,A dog is near the red ball in the air,ENTAILMENT,4.9,A_entails_B,B_entails_A,A dog and a red ball in the air.,A dog and a red ball in the air.,FLICKR,FLICKR,TRAIN
1058,The person is riding a motorbike on a sandy track,The person is riding a motorbike on a track on the sand,ENTAILMENT,4.9,A_entails_B,B_entails_A,A person riding the number 157 dirt bike on a sandy track.,A person riding the number 157 dirt bike on a sandy track.,FLICKR,FLICKR,TEST
1071,A pink shirt with white writing on it is being worn by a girl who is lying in the grass,A girl is wearing a pink shirt with white writing on it and is lying in the grass,ENTAILMENT,4.5,A_entails_B,B_entails_A,Girl in pink shirt with white writing lying in grass.,Girl in pink shirt with white writing lying in grass.,FLICKR,FLICKR,TEST
1073,The young girl with a shirt dyed pink is peacefully lying on the grass,The young girl with a pink shirt is peacefully lying on the grass,ENTAILMENT,4.9,A_entails_B,B_entails_A,A close-up of a young girl with a pink shirt laying on grass.,A close-up of a young girl with a pink shirt laying on grass.,FLICKR,FLICKR,TEST
1082,A dog of large size is running on the grass with a tennis ball in its mouth,A large dog is running on the grass with a tennis ball in its mouth,ENTAILMENT,4.7,A_entails_B,B_entails_A,A large dog running on grass with a tennis ball in his mouth.,A large dog running on grass with a tennis ball in his mouth.,FLICKR,FLICKR,TRAIN
1109,A man is singing and playing the guitar,A man is singing a song and playing the guitar,ENTAILMENT,4.9,A_entails_B,B_entails_A,A man is playing the guitar and singing.,A man is playing the guitar and singing.,SEMEVAL,SEMEVAL,TRAIN
1139,A man is driving a car,The car is being driven by a man,ENTAILMENT,5,A_entails_B,B_entails_A,A man is driving a car.,A man is driving a car.,SEMEVAL,SEMEVAL,TEST
1141,A woman is dipping a prawn in batter,A woman is dipping a shrimp in batter,ENTAILMENT,4.4,A_entails_B,B_entails_A,A woman dips a shrimp in batter.,A woman dips a shrimp in batter.,SEMEVAL,SEMEVAL,TEST
1166,A woman is slicing a carrot,A carrot is being sliced by a woman,ENTAILMENT,5,A_entails_B,B_entails_A,A woman is slicing carrot.,A woman is slicing carrot.,SEMEVAL,SEMEVAL,TEST
1168,A potato is being sliced by a woman,A woman is slicing a potato,ENTAILMENT,5,A_entails_B,B_entails_A,A woman is slicing a potato.,A woman is slicing a potato.,SEMEVAL,SEMEVAL,TEST
1184,A man and a woman are hiking through a wooded area,A man and a woman are walking through a wooded area,ENTAILMENT,4.5,A_entails_B,B_entails_A,A man and woman are walking arm in arm through a wooded area.,A man and woman are walking arm in arm through a wooded area.,SEMEVAL,SEMEVAL,TRAIN
1186,A man and a woman are walking together through wooded areas,A man and a woman are walking together through the woods,ENTAILMENT,4.9,A_entails_B,B_entails_A,A man and woman are walking together through the woods.,A man and woman are walking together through the woods.,SEMEVAL,SEMEVAL,TEST
1190,A man and a woman are hiking through a wooded area,A man and a woman are walking together through the woods,ENTAILMENT,4.3,A_entails_B,B_entails_A,A man and woman are walking together through the woods.,A man and woman are walking arm in arm through a wooded area.,SEMEVAL,SEMEVAL,TRIAL
