245	The black woman is wearing glasses over the headdress	The woman is wearing glasses and a black headdress	NEUTRAL	3.7	A_neutral_B	B_neutral_A	The woman in glasses is wearing a black head dress.	The woman in glasses is wearing a black head dress.	FLICKR	FLICKR	TEST	A:over,B:and,
274	A boy is standing outside the water	A boy is standing in the water	NEUTRAL	3.6	A_neutral_B	B_contradicts_A	A boy up to his knees in water.	A boy up to his knees in water.	FLICKR	FLICKR	TEST	A:outside,B:in,
294	Two girls are lying on the ground	Two girls are sitting on the ground	NEUTRAL	3.8	A_neutral_B	B_neutral_A	two girls sitting on ground	two girls sitting on ground	FLICKR	FLICKR	TEST	A:lying,B:sitting,
302	A nude lady is walking in front of a crowd in body paint	A nude crowd in body paint is walking in front of a lady 	NEUTRAL	3.1	A_neutral_B	B_contradicts_A	A nude lady walks in front of a crowd in body paint.	A nude lady walks in front of a crowd in body paint.	FLICKR	FLICKR	TRAIN	
304	An old, topless woman is covered in paint	A young, topless woman is covered in paint	NEUTRAL	3.8	A_neutral_B	B_neutral_A	A young woman, topless except for paint or mud.	A young woman, topless except for paint or mud.	FLICKR	FLICKR	TRIAL	A:old,,B:young,,
332	A group of people is on a beach	A group of people is on a mountain	NEUTRAL	2.6	A_neutral_B	B_neutral_A	A group of people at a distance on a beach.	A group of people at a distance on a beach.	FLICKR	FLICKR	TRAIN	A:beach,B:mountain,
334	A man, a woman and two girls are walking on the beach	A man, a woman and two girls are sitting on the beach	NEUTRAL	3.1	A_neutral_B	B_neutral_A	A man, woman, and two girls walk on the beach barefoot.	A man, woman, and two girls walk on the beach barefoot.	FLICKR	FLICKR	TEST	A:walking,B:sitting,
344	An Asian woman in a crowd is not carrying a black bag	An Asian woman in a crowd is carrying a black bag	NEUTRAL	3.8	A_contradicts_B	B_neutral_A	Asian woman in crowd, carrying black bag with "pain" and spiked knuckle graphic.	Asian woman in crowd, carrying black bag with ""pain"" and spiked knuckle graphic.	FLICKR	FLICKR	TRAIN	A:not,
353	A dog is chasing another and is holding a stick in its mouth	A dog is chasing a stick and holding another dog in its mouth	NEUTRAL	3.2	A_neutral_B	B_contradicts_A	A German Shepherd chases another with a stick in his mouth.	A German Shepherd chases another with a stick in his mouth.	FLICKR	FLICKR	TEST	
405	Some people are walking	Some people are standing	NEUTRAL	3.5	A_neutral_B	B_neutral_A	People walking	People walking	FLICKR	FLICKR	TEST	A:walking,B:standing,
415	Two men with bikes are on the side of a snowy road	Two men with cars are on the side of a snowy road	NEUTRAL	3.5	A_neutral_B	B_neutral_A	The two men and their bikes are on the side of a snowy road.	The two men and their bikes are on the side of a snowy road.	FLICKR	FLICKR	TRAIN	A:bikes,B:cars,
426	Two men are holding some water standing near fishing poles	Two men are standing near the water and are holding fishing poles	NEUTRAL	3.6	A_contradicts_B	B_neutral_A	Two men stand near the water with their fishing poles.	Two men stand near the water with their fishing poles.	FLICKR	FLICKR	TEST	B:and,
436	A woman is performing a trick on a ramp with a bicycle	A woman is performing a trick on a ramp with a car	NEUTRAL	2.4	A_neutral_B	B_neutral_A	The woman is performing a trick on a ramp with a bicycle.	The woman is performing a trick on a ramp with a bicycle.	FLICKR	FLICKR	TRAIN	A:bicycle,B:car,
444	A blond girl is riding the waves	A blond girl waves while she is riding	NEUTRAL	3.2	A_neutral_B	B_neutral_A	A blond girl rides the waves.	A blond girl rides the waves.	FLICKR	FLICKR	TEST	B:while,B:she,
446	A lady is surfing and riding a wave	A boy is surfing and riding a wave	NEUTRAL	3.5	A_neutral_B	B_neutral_A	The lady is surfing and riding a wave.	The lady is surfing and riding a wave.	FLICKR	FLICKR	TRAIN	A:lady,B:boy,
464	A black man in green is riding a bike	A man dressed in black is riding a bike	NEUTRAL	3.5	A_neutral_B	B_neutral_A	A man dressed in black rides a green bike.	A man dressed in black rides a green bike.	FLICKR	FLICKR	TEST	A:green,B:dressed,
485	Two cats are playing with a red ball	Two daschunds are playing with a red ball	NEUTRAL	3.3	A_neutral_B	B_contradicts_A	Two daschunds play with a red ball	Two daschunds play with a red ball	FLICKR	FLICKR	TRAIN	A:cats,B:daschunds,
546	A woman is sitting and looking at the waterfall	Somebody is sitting at the waterfall and looking at a woman	NEUTRAL	3.1	A_neutral_B	B_neutral_A	A woman sits staring at a waterfall.	A woman sits staring at a waterfall.	FLICKR	FLICKR	TEST	B:Somebody,
558	A dark black dog and a light brown dog are playing in the backyard	A dark black dog and a light brown dog are fighting in the backyard	NEUTRAL	3.8	A_neutral_B	B_neutral_A	A dark black dog is playing with a light brown dog in a backyard.	A dark black dog is playing with a light brown dog in a backyard.	FLICKR	FLICKR	TEST	A:playing,B:fighting,
572	A white man is walking a dog through brown water with difficulty	A white and brown dog is walking through the water with difficulty	NEUTRAL	3.6	A_neutral_B	B_neutral_A	A white and brown dog is walking through the water.	A white and brown dog is walking through the water.	FLICKR	FLICKR	TEST	A:man,B:and,
640	One man is descending a cliff with a rope	One man is climbing a cliff with a rope	NEUTRAL	3.3	A_neutral_B	B_contradicts_A	A man is climbing a rope up a cliff.	A man is climbing a rope up a cliff.	FLICKR	FLICKR	TEST	A:descending,B:climbing,
656	A young child is climbing a rock climbing wall which is indoors	A young child is under a rock climbing wall which is indoors	NEUTRAL	4	A_neutral_B	B_contradicts_A	A young child climbs an indoor rock climbing wall.	A young child climbs an indoor rock climbing wall.	FLICKR	FLICKR	TEST	B:under,
690	A dog next to a tree, which is probably a pine, is dropping a bucket	A dog next to a tree, which is probably a pine, is biting a bucket	NEUTRAL	3.4	A_neutral_B	B_neutral_A	A dog next to pine tree biting on a bucket	A dog next to pine tree biting on a bucket	FLICKR	FLICKR	TRAIN	A:dropping,B:biting,
738	The bride and the groom are arriving after the wedding	The bride and the groom are leaving after the wedding	NEUTRAL	4.3	A_contradicts_B	B_neutral_A	A man and bride walk down the aisle	A man and bride walk down the aisle	FLICKR	FLICKR	TRAIN	A:arriving,B:leaving,
763	The kid is sliding in the snow	The kid is still in the snow	NEUTRAL	4.2	A_neutral_B	B_neutral_A	Child sliding in the snow.	Child sliding in the snow.	FLICKR	FLICKR	TEST	A:sliding,B:still,
795	Two people are walking two dogs with golden coats in the snow	Two people are in the snow holding two dogs with golden coats	NEUTRAL	3.8	A_neutral_B	B_neutral_A	Two people are walking two golden dogs in the snow.	Two people are walking two golden dogs in the snow.	FLICKR	FLICKR	TEST	A:walking,B:holding,
817	A group of people is equipped with protective gear	A group of people is equipped with unprotective gear	NEUTRAL	3.5	A_neutral_B	B_contradicts_A	A group of people in protective gear.	A group of people in protective gear.	FLICKR	FLICKR	TEST	A:protective,B:unprotective,
857	One white dog and one black one are sitting side by side on the grass	One white dog and one black one are running side by side on the grass	NEUTRAL	3.7	A_neutral_B	B_neutral_A	A white dog and a black dog running side by side on the grass while onlookers watch.	A white dog and a black dog running side by side on the grass while onlookers watch.	FLICKR	FLICKR	TRAIN	A:sitting,B:running,
882	The girl in the blue and white uniform is cheering	The girl is cheering the man in the blue and white uniform	NEUTRAL	3.1	A_neutral_B	B_neutral_A	Girl in blue and white uniform doing cheers	Girl in blue and white uniform doing cheers	FLICKR	FLICKR	TRIAL	B:man,
915	Two people are arguing near a crowd	Two people are kissing near a crowd	NEUTRAL	3	A_neutral_B	B_neutral_A	Two people kiss near a crowd.	Two people kiss near a crowd.	FLICKR	FLICKR	TRAIN	A:arguing,B:kissing,
1128	A fish is hunting for a turtle in the sea	A sea turtle is hunting for fish	NEUTRAL	3.9	A_neutral_B	B_neutral_A	A sea turtle is hunting for fish.	A sea turtle is hunting for fish.	SEMEVAL	SEMEVAL	TRAIN	A:in,
1156	A man is playing a piano	A man is playing a guitar	NEUTRAL	2.7	A_neutral_B	B_neutral_A	A man is playing a guitar.	A man is playing a piano.	SEMEVAL	SEMEVAL	TEST	A:piano,B:guitar,
1160	A woman is cracking some eggs into a bowl	A woman is cracking some eggs outside a bowl	NEUTRAL	3.6	A_neutral_B	B_neutral_A	A woman is cracking three eggs into a bowl.	A woman is cracking three eggs into a bowl.	SEMEVAL	SEMEVAL	TEST	A:into,B:outside,
1174	A woman is slicing a potato	A woman is slicing a carrot	NEUTRAL	3.2	A_neutral_B	B_neutral_A	A woman is slicing carrot.	A woman is slicing a potato.	SEMEVAL	SEMEVAL	TEST	A:potato,B:carrot,
1177	A woman is combing her hair	A woman is arranging her hair	NEUTRAL	4.1	A_neutral_B	B_neutral_A	A woman is combing her hair.	A woman is combing her hair.	SEMEVAL	SEMEVAL	TRIAL	A:combing,B:arranging,
1185	A man and a woman are walking through a desert area	A man and a woman are walking through a wooded area	NEUTRAL	3.6	A_contradicts_B	B_neutral_A	A man and woman are walking arm in arm through a wooded area.	A man and woman are walking arm in arm through a wooded area.	SEMEVAL	SEMEVAL	TEST	A:desert,B:wooded,
1187	A man and a woman are walking together through the woods	A man and a woman are walking together through the city	NEUTRAL	3.5	A_neutral_B	B_neutral_A	A man and woman are walking together through the woods.	A man and woman are walking together through the woods.	SEMEVAL	SEMEVAL	TEST	A:woods,B:city,
1198	A man is speaking about the stage	A man is speaking on a stage	NEUTRAL	3.565	A_neutral_B	B_neutral_A	A man is speaking on a stage.	A man is speaking on a stage.	SEMEVAL	SEMEVAL	TEST	A:about,B:on,
1205	A man is speaking on a stage	A man is speaking on a podium	NEUTRAL	4.3	A_neutral_B	B_neutral_A	A man is speaking at a podium.	A man is speaking on a stage.	SEMEVAL	SEMEVAL	TRAIN	A:stage,B:podium,
1215	A monkey is wading through a marsh	A monkey is wading through a river	NEUTRAL	4	A_neutral_B	B_neutral_A	A monkey is wading across a marsh.	A monkey is wading across a marsh.	SEMEVAL	SEMEVAL	TRAIN	A:marsh,B:river,
1232	A man is slicing a bun	A man is slicing a tomato	NEUTRAL	3.6	A_neutral_B	B_neutral_A	A man is slicing a tomato.	A man is slicing a bun.	SEMEVAL	SEMEVAL	TRIAL	A:bun,B:tomato,
1254	The woman is eating	The woman is drinking	NEUTRAL	3.4	A_neutral_B	B_neutral_A	The woman is eating.	The woman is eating.	SEMEVAL	SEMEVAL	TEST	A:eating,B:drinking,
1290	A cat is stuck on a moving ceiling fan	A cat is playing on a moving ceiling fan	NEUTRAL	4	A_neutral_B	B_neutral_A	A cat gets stuck on a moving ceiling fan.	A cat gets stuck on a moving ceiling fan.	SEMEVAL	SEMEVAL	TEST	A:stuck,B:playing,
1298	A man is playing baseball with a flute	A man is playing flute	NEUTRAL	3.3	A_neutral_B	B_neutral_A	A man is playing flute.	A man is playing flute.	SEMEVAL	SEMEVAL	TEST	A:baseball,A:with,
1301	A man is playing soccer	A soccer man is playing piano	NEUTRAL	2.6	A_neutral_B	B_neutral_A	A man is playing soccer.	A man is playing soccer.	SEMEVAL	SEMEVAL	TEST	B:piano,
1308	A man is playing flute	A man is playing soccer	NEUTRAL	1.7	A_neutral_B	B_neutral_A	A man is playing flute.	A man is playing soccer.	SEMEVAL	SEMEVAL	TRAIN	A:flute,B:soccer,
1319	A boy is spanking a man with a plastic sword	A boy is spanking a woman with a plastic sword	NEUTRAL	3.5	A_neutral_B	B_neutral_A	A boy spanks a man with a plastic sword.	A boy spanks a man with a plastic sword.	SEMEVAL	SEMEVAL	TRAIN	A:man,B:woman,
1320	A boy is spanking a man with a plastic sword	A man is spanking a boy with a plastic sword	NEUTRAL	3.6	A_neutral_B	B_neutral_A	A boy spanks a man with a plastic sword.	A boy spanks a man with a plastic sword.	SEMEVAL	SEMEVAL	TEST	
1323	A boy is whacking a man with a sword	A man is whacking a boy with a sword	NEUTRAL	3.6	A_neutral_B	B_neutral_A	A boy whacks a man with a sword.	A boy whacks a man with a sword.	SEMEVAL	SEMEVAL	TEST	
1334	The woman is measuring a man	The woman is measuring the other woman	NEUTRAL	3.5	A_contradicts_B	B_neutral_A	The woman is measuring the other woman.	The woman is measuring the other woman.	SEMEVAL	SEMEVAL	TEST	A:man,B:other,
1359	A machine is sharpening a knife	A machine is sharpening a pencil	NEUTRAL	2.9	A_neutral_B	B_neutral_A	A machine is sharpening a pencil.	A machine is sharpening a pencil.	SEMEVAL	SEMEVAL	TRAIN	A:knife,B:pencil,
1371	A man is playing a keyboard	A pianist is playing the keyboard	NEUTRAL	4.2	A_neutral_B	B_neutral_A	A man plays a keyboard.	A person is playing the keyboard.	SEMEVAL	SEMEVAL	TRAIN	A:man,B:pianist,
1395	A man is laughing	A man is crying	NEUTRAL	2.5	A_neutral_B	B_neutral_A	A man is crying.	A man is crying.	SEMEVAL	SEMEVAL	TEST	A:laughing,B:crying,
1396	A man is screaming	A man is scared	NEUTRAL	3.6	A_neutral_B	B_neutral_A	A man is screaming.	A man is screaming.	SEMEVAL	SEMEVAL	TRIAL	A:screaming,B:scared,
1398	A man is crying	A man is scared	NEUTRAL	3.3	A_neutral_B	B_neutral_A	A man is crying.	A man is screaming.	SEMEVAL	SEMEVAL	TEST	A:crying,B:scared,
1401	A man is laughing	A man is screaming	NEUTRAL	3.1	A_neutral_B	B_neutral_A	A man is screaming.	A man is crying.	SEMEVAL	SEMEVAL	TEST	A:laughing,B:screaming,
1402	A man is crying	A man is screaming	NEUTRAL	3.1	A_neutral_B	B_neutral_A	A man is crying.	A man is screaming.	SEMEVAL	SEMEVAL	TEST	A:crying,B:screaming,
1413	Women are sawing logs	Men are sawing logs	NEUTRAL	4	A_neutral_B	B_neutral_A	Men are sawing logs.	Men are sawing logs.	SEMEVAL	SEMEVAL	TEST	A:Women,B:Men,
1421	A woman is washing her feet	A woman is brushing her feet	NEUTRAL	3.7	A_neutral_B	B_neutral_A	A woman is brushing her feet.	A woman is brushing her feet.	SEMEVAL	SEMEVAL	TRAIN	A:washing,B:brushing,
1422	A woman is brushing her hand	A woman is brushing her feet	NEUTRAL	3.2	A_neutral_B	B_neutral_A	A woman is brushing her feet.	A woman is brushing her feet.	SEMEVAL	SEMEVAL	TEST	A:hand,B:feet,
1438	A man is playing a guitar	A man is playing a keyboard	NEUTRAL	3	A_neutral_B	B_neutral_A	A man is playing a guitar.	A man is playing on his keyboard.	SEMEVAL	SEMEVAL	TRAIN	A:guitar,B:keyboard,
1442	A man is talking	A man is laughing	NEUTRAL	3.3	A_neutral_B	B_neutral_A	A man is talking.	A man is talking.	SEMEVAL	SEMEVAL	TEST	A:talking,B:laughing,
1444	A man is laughing	A man is spitting	NEUTRAL	3.3	A_neutral_B	B_neutral_A	A man is spitting.	A man is talking.	SEMEVAL	SEMEVAL	TRAIN	A:laughing,B:spitting,
1447	A man is talking	A man is spitting	NEUTRAL	2.2	A_neutral_B	B_neutral_A	A man is spitting.	A man is talking.	SEMEVAL	SEMEVAL	TEST	A:talking,B:spitting,
1449	A man is lumping dough	A man is spreading dough	NEUTRAL	4	A_contradicts_B	B_neutral_A	A man is spreading out dough.	A man is spreading out dough.	SEMEVAL	SEMEVAL	TEST	A:lumping,B:spreading,
1458	A baby is laughing	A baby is crying	NEUTRAL	3.1	A_neutral_B	B_neutral_A	A baby is laughing.	A baby is laughing.	SEMEVAL	SEMEVAL	TRAIN	A:laughing,B:crying,
1460	A man is resting	A man is exercising	NEUTRAL	3.7	A_neutral_B	B_contradicts_A	A man is doing exercise.	A man is doing exercise.	SEMEVAL	SEMEVAL	TEST	A:resting,B:exercising,
1479	The deer is jumping over the low fence	A deer is jumping over a cyclone fence	NEUTRAL	3.8	A_neutral_B	B_neutral_A	A deer jumps over a cyclone fence.	The deer jumped over the fence.	SEMEVAL	SEMEVAL	TRAIN	A:low,B:cyclone,
1481	A deer is jumping over a wall	The deer is jumping over the fence	NEUTRAL	4	A_neutral_B	B_neutral_A	The deer jumped over the fence.	A deer jumps over a cyclone fence.	SEMEVAL	SEMEVAL	TRAIN	A:wall,B:fence,
1505	Three men are practicing karate in a field	Three men are practicing karate in a gym	NEUTRAL	3.7	A_neutral_B	B_neutral_A	Three men are practicing karate moves in a field.	Three men are practicing karate moves in a field.	SEMEVAL	SEMEVAL	TRAIN	A:field,B:gym,
1522	A woman is cutting some flowers	A woman is cutting some plants	NEUTRAL	4.1	A_neutral_B	B_neutral_A	A woman is cutting some flowers.	A woman is cutting some flowers.	SEMEVAL	SEMEVAL	TEST	A:flowers,B:plants,
1523	A woman is planting some flowers	A woman is cutting some flowers	NEUTRAL	3.1	A_neutral_B	B_neutral_A	A woman is cutting some flowers.	A woman is cutting some flowers.	SEMEVAL	SEMEVAL	TRAIN	A:planting,B:cutting,
1524	A woman is cutting some plants	A woman is cutting broccoli	NEUTRAL	3.5	A_neutral_B	B_neutral_A	A woman is cutting broccoli.	A woman is cutting some flowers.	SEMEVAL	SEMEVAL	TRAIN	A:plants,B:broccoli,
1528	A woman is cutting some flowers	A woman is cutting broccoli	NEUTRAL	2.865	A_neutral_B	B_neutral_A	A woman is cutting broccoli.	A woman is cutting some flowers.	SEMEVAL	SEMEVAL	TEST	A:flowers,B:broccoli,
1530	A horse is standing	A horse is running	NEUTRAL	3.7	A_contradicts_B	B_neutral_A	A horse is standing.	A horse is standing.	SEMEVAL	SEMEVAL	TEST	A:standing,B:running,
1538	A cat is playing a piano	A cat is playing a keyboard	NEUTRAL	4.1	A_contradicts_B	B_neutral_A	A cat is playing a key board.	A cat is playing a key board.	SEMEVAL	SEMEVAL	TRAIN	A:piano,B:keyboard,
1540	A musician is playing two keyboards	A man is playing two keyboards	NEUTRAL	4.2	A_neutral_B	B_neutral_A	A man is playing two keyboards.	A man is playing two keyboards.	SEMEVAL	SEMEVAL	TEST	A:musician,B:man,
1555	Mimes are performing on a stage	The men are performing on stage	NEUTRAL	4.1	A_neutral_B	B_neutral_A	The comedic mimes performed on stage.	The men are performing on stage.	SEMEVAL	SEMEVAL	TEST	A:Mimes,B:men,
1557	A man is dropping a tree	A man is carrying a tree	NEUTRAL	3.6	A_contradicts_B	B_neutral_A	A man is carrying a tree.	A man is carrying a tree.	SEMEVAL	SEMEVAL	TRAIN	A:dropping,B:carrying,
1561	A man is carrying a tree	A man is planting a tree	NEUTRAL	3.2	A_neutral_B	B_neutral_A	A man is carrying a tree.	A man is picking up a tree.	SEMEVAL	SEMEVAL	TEST	A:carrying,B:planting,
1567	A man is playing the guitar	A man is playing the guitar owner	NEUTRAL	3	A_neutral_B	B_neutral_A	A man is playing a guitar.	A man is playing a guitar.	SEMEVAL	SEMEVAL	TEST	B:owner,
1570	A person is listening to a trumpet playing	A person is playing a trumpet	NEUTRAL	3.5	A_neutral_B	B_neutral_A	A man is playing a trumpet.	A man is playing a trumpet.	SEMEVAL	SEMEVAL	TRAIN	A:listening,A:to,
1628	Some ingredients are being mixed in a bowl by a person	Some ingredients are being separated in a bowl by a person	NEUTRAL	4.6	A_neutral_B	B_neutral_A	A person is mixing ingredients in a bowl.	A person is mixing ingredients in a bowl.	SEMEVAL	SEMEVAL	TRIAL	A:mixed,B:separated,
1706	A man is carelessly holding a frog	A man is carelessly dropping a frog	NEUTRAL	3.6	A_neutral_B	B_neutral_A	A man is holding a frog.	A man is holding a frog.	SEMEVAL	SEMEVAL	TRAIN	A:holding,B:dropping,
1727	The elephant is being ridden by the woman	The elephant is being ridden over a woman	NEUTRAL	3.015	A_neutral_B	B_neutral_A	A woman is riding an elephant.	A woman is riding an elephant.	SEMEVAL	SEMEVAL	TEST	A:by,B:over,
1828	A girl is cutting butter into two pieces	A magician is cutting a girl into two pieces like butter	NEUTRAL	2.2	A_neutral_B	B_neutral_A	A girl is slicing a butter into two pieces.	A girl is slicing a butter into two pieces.	SEMEVAL	SEMEVAL	TEST	B:magician,B:like,
1873	Some kittens are hungry	Some kittens are eating	NEUTRAL	3.7	A_neutral_B	B_neutral_A	Five kittens are eating out of five dishes.	Five kittens are eating out of five dishes.	SEMEVAL	SEMEVAL	TRAIN	A:hungry,B:eating,
1981	A truck is quickly going down a hill	A truck is quickly going up a hill	NEUTRAL	4	A_contradicts_B	B_neutral_A	A truck is going down a hill.	A truck is going down a hill.	SEMEVAL	SEMEVAL	TRAIN	A:down,B:up,
2005	A man is parking a motorbike	A man is riding a motorbike	NEUTRAL	3.3	A_neutral_B	B_neutral_A	A man is riding a motorcycle.	A man is riding a motorcycle.	SEMEVAL	SEMEVAL	TRAIN	A:parking,B:riding,
2010	A man is riding the horse	A man is riding a motorbike	NEUTRAL	2.4	A_neutral_B	B_neutral_A	A man is riding a motorcycle.	A man is riding a horse.	SEMEVAL	SEMEVAL	TEST	A:horse,B:motorbike,
2011	A man is riding the animal	A man is riding a motorbike	NEUTRAL	3	A_neutral_B	B_neutral_A	A man is riding a motorcycle.	A man is riding a horse.	SEMEVAL	SEMEVAL	TRAIN	A:animal,B:motorbike,
2027	The guitar is being played by a lady	The guitar is being played by a girl	NEUTRAL	4.3	A_neutral_B	B_neutral_A	A lady is playing the guitar.	A lady is playing the guitar.	SEMEVAL	SEMEVAL	TRAIN	A:lady,B:girl,
2028	The guitar is being sold by a lady	The guitar is being played by a lady	NEUTRAL	3.1	A_contradicts_B	B_neutral_A	A lady is playing the guitar.	A lady is playing the guitar.	SEMEVAL	SEMEVAL	TEST	A:sold,B:played,
2045	A cat is playing with a device	A playing device is amusing a cat	NEUTRAL	4.085	A_neutral_B	B_neutral_A	A cat is playing with an antenna.	A cat is playing with an antenna.	SEMEVAL	SEMEVAL	TRAIN	A:with,B:amusing,
2163	A woman is unstitching with a machine	A woman is sewing with a machine	NEUTRAL	3.6	A_neutral_B	B_neutral_A	a woman is sewing on a machine	a woman is sewing on a machine	SEMEVAL	SEMEVAL	TRAIN	A:unstitching,B:sewing,
2183	A few men are watching cricket	A few men are playing cricket	NEUTRAL	3.6	A_neutral_B	B_neutral_A	men are playing cricket	men are playing cricket	SEMEVAL	SEMEVAL	TRAIN	A:watching,B:playing,
2207	Two kids are pushing an inflatable crocodile in a pool	Two kids are pushing past a crocodile in an inflatable pool	NEUTRAL	3.2	A_contradicts_B	B_neutral_A	two kids push an inflatable crocodile around in a pool	two kids push an inflatable crocodile around in a pool	SEMEVAL	SEMEVAL	TRAIN	B:past,
2229	A woman is tapping her fingers on a table	A woman is resting her fingers on a table	NEUTRAL	4.1	A_contradicts_B	B_neutral_A	a woman is tapping her fingers on a table	a woman is tapping her fingers on a table	SEMEVAL	SEMEVAL	TRIAL	A:tapping,B:resting,
2263	The man is playing the flute	A man is playing the guitar	NEUTRAL	2.9	A_neutral_B	B_neutral_A	a man is playing the guitar	a man is playing the flute	SEMEVAL	SEMEVAL	TRAIN	A:flute,B:guitar,
2270	A woman is adding spices to some meat	The woman is adding sugar to the meat	NEUTRAL	4.1	A_neutral_B	B_neutral_A	woman is adding sugar to meat	a woman is adding spices on a meat	SEMEVAL	SEMEVAL	TEST	A:spices,B:sugar,
2274	A dog is biting a can	A dog is dropping a can	NEUTRAL	3.3	A_neutral_B	B_neutral_A	a dog biting on a can	a dog biting on a can	SEMEVAL	SEMEVAL	TRAIN	A:biting,B:dropping,
2275	A dog is opening a can of food	A dog is opening a jar of food	NEUTRAL	4.3	A_neutral_B	B_neutral_A	a dog opens a can of food	a dog opens a can of food	SEMEVAL	SEMEVAL	TRAIN	A:can,B:jar,
