pair_ID,sentence_A,sentence_B,entailment_label,relatedness_score,entailment_AB,entailment_BA,sentence_A_original,sentence_B_original,sentence_A_dataset,sentence_B_dataset,SemEval_set	[sentence_A, sentence_B]
655,A young child is climbing a rock climbing wall which is indoors,A young kid is climbing a rock climbing wall which is indoors,ENTAILMENT,4.7,A_entails_B,B_entails_A,A young child climbs an indoor rock climbing wall.,A young child climbs an indoor rock climbing wall.,FLICKR,FLICKR,TRAIN	[child, kid]
665,One man is doing a trick with a bicycle in midair,One man is doing a bicycle trick in midair,ENTAILMENT,4.8,A_entails_B,B_entails_A,A trick cyclist takes air.,A trick cyclist takes air.,FLICKR,FLICKR,TEST	[with]
676,A dog which is black and a white one are staring at each other in the street,A dog which is black and another one which is white are staring at each other in the street,ENTAILMENT,4.9,A_entails_B,B_entails_A,A black dog and a white dog with brown spots are staring at each other in the street.,A black dog and a white dog with brown spots are staring at each other in the street.,FLICKR,FLICKR,TRAIN	[another]
702,Two persons of large size are sitting on a park bench and they have a bottle of soda between them,Two large persons are sitting on a park bench and they have a bottle of soda between them,ENTAILMENT,4.7,A_entails_B,B_entails_A,A large man and large woman sitting on a park bench with a bottle of soda between them.,A large man and large woman sitting on a park bench with a bottle of soda between them.,FLICKR,FLICKR,TRAIN	[size]
713,One man is leading the race,A man is leading the race,ENTAILMENT,5,A_entails_B,B_entails_A,A man leads the way in a race.,A man leads the way in a race.,FLICKR,FLICKR,TEST	[One]
716,A few men in a competition are running outside,A few men in a competition are running outdoors,ENTAILMENT,4.1,A_entails_B,B_entails_A,Two men running outside in a competition.,Two men running outside in a competition.,FLICKR,FLICKR,TEST	[outside, outdoors]
737,The bride and the groom are leaving after the marriage,The bride and the groom are leaving after the wedding,ENTAILMENT,4.8,A_entails_B,B_entails_A,A man and bride walk down the aisle,A man and bride walk down the aisle,FLICKR,FLICKR,TRAIN	[marriage, wedding]
752,The presentation is being watched by a classroom of students,The presentation is being attended by a classroom of students,ENTAILMENT,4.8,A_entails_B,B_entails_A,A classroom of students watching a presentation.,A classroom of students watching a presentation.,FLICKR,FLICKR,TRAIN	[watched, attended]
867,The ice skating rink placed outdoors is full of people,An ice skating rink placed outdoors is full of people,ENTAILMENT,4.9,A_entails_B,B_entails_A,An ice skating park in winter with many people.,An ice skating park in winter with many people.,FLICKR,FLICKR,TRAIN	[An]
892,People are on a beach full of sand by the ocean and are enjoying a sunny day,People are on a beach full of sand by the ocean and are enjoying a day full of sun,ENTAILMENT,4.8,A_entails_B,B_entails_A,People are enjoying a sunny day on a sandy beach by the ocean.,People are enjoying a sunny day on a sandy beach by the ocean.,FLICKR,FLICKR,TRAIN	[sunny, sun]
912,A woman is being kissed by a man,A lady is being kissed by a man,ENTAILMENT,4.9,A_entails_B,B_entails_A,a man is kissing a woman.,a man is kissing a woman.,FLICKR,FLICKR,TEST	[woman, lady]
926,The young girl is blowing a bubble that is huge,The girl who is young is blowing a bubble that is huge,ENTAILMENT,4.9,A_entails_B,B_entails_A,The young girl blows a huge bubble.,The young girl blows a huge bubble.,FLICKR,FLICKR,TEST	[who]
934,A young child is wearing boots made of green rubber and playing in a puddle full of mud,A young child is wearing green boots and playing in a puddle full of mud,ENTAILMENT,4.6,A_entails_B,B_entails_A,a young child wearing green boots playing in a mud puddle,a young child wearing green boots playing in a mud puddle,FLICKR,FLICKR,TEST	[made, rubber]
937,A little boy is jumping into a puddle in the street,A little boy is jumping into a puddle on the street,ENTAILMENT,4.9,A_entails_B,B_entails_A,The little boy is jumping into a puddle on the street.,The little boy is jumping into a puddle on the street.,FLICKR,FLICKR,TEST	[in, on]
950,Two young kids are eating corndogs,Two young children are eating corndogs,ENTAILMENT,4.9,A_entails_B,B_entails_A,two young children eat corndogs.,two young children eat corndogs.,FLICKR,FLICKR,TRAIN	[kids, children]
960,A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face,A man in a shirt dyed purple is looking at a man in a black shirt who is doing a face which looks funny,ENTAILMENT,5,A_entails_B,B_entails_A,a man in a purple shirt is looking at a man in a black shirt who is pulling a funny face.,a man in a purple shirt is looking at a man in a black shirt who is pulling a funny face.,FLICKR,FLICKR,TRAIN	[which, looks]
989,The man and the boy are standing at the bottom of the stairs which are outdoors,A man and a boy are standing at the bottom of some stairs which are outdoors,ENTAILMENT,5,A_entails_B,B_entails_A,The man and the boy are standing at the bottom of the outdoor stairs.,The man and the boy are standing at the bottom of the outdoor stairs.,FLICKR,FLICKR,TRAIN	[some]
999,A boy in a red shirt is in front of a long blue wall and is suspiciously raising an eyebrow at the camera,A boy in a red shirt is in front a wall which is long and blue and is suspiciously raising an eyebrow at the camera,ENTAILMENT,4.7,A_entails_B,B_entails_A,a boy in a red shirt in front of a long blue wall raises his eyebrow at the camera,a boy in a red shirt in front of a long blue wall raises his eyebrow at the camera,FLICKR,FLICKR,TEST	[of, which]
1001,A boy is standing in front of the building painted blue in the space reserved for handicapped people,A boy is standing in front of the blue building in the space reserved for handicapped people,ENTAILMENT,4.8,A_entails_B,B_entails_A,An African American boy stands in front of a blue building in the handicapped space.,An African American boy stands in front of a blue building in the handicapped space.,FLICKR,FLICKR,TEST	[painted]
1008,The Jockeys are riding horses on the field which is completely green,The Jockeys are racing horses on the field which is completely green,ENTAILMENT,4.7,A_entails_B,B_entails_A,Jockeys are racing their horses on the green field.,Jockeys are racing their horses on the green field.,FLICKR,FLICKR,TRAIN	[riding, racing]
1021,A woman is wearing sunglasses of large size and is holding newspapers in both hands,The woman is wearing sunglasses of large size and is holding newspapers in both hands,ENTAILMENT,5,A_entails_B,B_entails_A,A woman wearing large sunglasses holds newspapers in both hands.,A woman wearing large sunglasses holds newspapers in both hands.,FLICKR,FLICKR,TRAIN	[]
1032,One person who is practicing snowboarding jumps into the air,A person who is practicing snowboarding jumps into the air,ENTAILMENT,5,A_entails_B,B_entails_A,a snowboarder jumps into the air.,a snowboarder jumps into the air.,FLICKR,FLICKR,TEST	[One]
1045,A dog is near a ball colored in red which is in the air,A dog is near the red ball in the air,ENTAILMENT,4.9,A_entails_B,B_entails_A,A dog and a red ball in the air.,A dog and a red ball in the air.,FLICKR,FLICKR,TRAIN	[colored, which]
1058,The person is riding a motorbike on a sandy track,The person is riding a motorbike on a track on the sand,ENTAILMENT,4.9,A_entails_B,B_entails_A,A person riding the number 157 dirt bike on a sandy track.,A person riding the number 157 dirt bike on a sandy track.,FLICKR,FLICKR,TEST	[sandy, sand]
1073,The young girl with a shirt dyed pink is peacefully lying on the grass,The young girl with a pink shirt is peacefully lying on the grass,ENTAILMENT,4.9,A_entails_B,B_entails_A,A close-up of a young girl with a pink shirt laying on grass.,A close-up of a young girl with a pink shirt laying on grass.,FLICKR,FLICKR,TEST	[dyed]
1082,A dog of large size is running on the grass with a tennis ball in its mouth,A large dog is running on the grass with a tennis ball in its mouth,ENTAILMENT,4.7,A_entails_B,B_entails_A,A large dog running on grass with a tennis ball in his mouth.,A large dog running on grass with a tennis ball in his mouth.,FLICKR,FLICKR,TRAIN	[of, size]
1109,A man is singing and playing the guitar,A man is singing a song and playing the guitar,ENTAILMENT,4.9,A_entails_B,B_entails_A,A man is playing the guitar and singing.,A man is playing the guitar and singing.,SEMEVAL,SEMEVAL,TRAIN	[song]
1141,A woman is dipping a prawn in batter,A woman is dipping a shrimp in batter,ENTAILMENT,4.4,A_entails_B,B_entails_A,A woman dips a shrimp in batter.,A woman dips a shrimp in batter.,SEMEVAL,SEMEVAL,TEST	[prawn, shrimp]
1184,A man and a woman are hiking through a wooded area,A man and a woman are walking through a wooded area,ENTAILMENT,4.5,A_entails_B,B_entails_A,A man and woman are walking arm in arm through a wooded area.,A man and woman are walking arm in arm through a wooded area.,SEMEVAL,SEMEVAL,TRAIN	[hiking, walking]
1195,A man is speaking on a podium,A podium is where a man is speaking,ENTAILMENT,4.8,A_entails_B,B_entails_A,A man is speaking at a podium.,A man is speaking at a podium.,SEMEVAL,SEMEVAL,TRAIN	[on, where]
1224,A man is slicing a bun,A man is cutting a bun,ENTAILMENT,4.8,A_entails_B,B_entails_A,A man is slicing a bun.,A man is slicing a bun.,SEMEVAL,SEMEVAL,TEST	[slicing, cutting]
1251,A woman is amalgamating eggs,A woman is mixing eggs,ENTAILMENT,4.5,A_entails_B,B_entails_A,A woman is mixing eggs.,A woman is mixing eggs.,SEMEVAL,SEMEVAL,TRAIN	[amalgamating, mixing]
1260,A band is performing on a stage,A band is playing on a stage,ENTAILMENT,4.9,A_entails_B,B_entails_A,A band is performing on a stage.,A band is performing on a stage.,SEMEVAL,SEMEVAL,TEST	[performing, playing]
1262,A band is performing onstage,A band is playing onstage,ENTAILMENT,4.9,A_entails_B,B_entails_A,A band is playing onstage.,A band is playing onstage.,SEMEVAL,SEMEVAL,TEST	[performing, playing]
1289,A cat is stuck on a ceiling fan that is moving,A cat is stuck on a moving ceiling fan,ENTAILMENT,5,A_entails_B,B_entails_A,A cat gets stuck on a moving ceiling fan.,A cat gets stuck on a moving ceiling fan.,SEMEVAL,SEMEVAL,TEST	[that]
1495,A man is playing a guitar,A man is strumming a guitar,ENTAILMENT,4.9,A_entails_B,B_entails_A,A man plays a guitar.,A man plays a guitar.,SEMEVAL,SEMEVAL,TRIAL	[playing, strumming]
1501,A man is playing a guitar,A man is playing guitar,ENTAILMENT,4.9,A_entails_B,B_entails_A,A man is playing guitar.,A man plays a guitar.,SEMEVAL,SEMEVAL,TRAIN	[]
1596,The man is typing on a machine used for stenography,A man is typing on a machine used for stenography,ENTAILMENT,5,A_entails_B,B_entails_A,A man is tying on a stenographers machine.,A man is tying on a stenographers machine.,SEMEVAL,SEMEVAL,TEST	[]
1610,The man is carefully feeding a mouse to the snake,The man is cautiously feeding a mouse to the snake,ENTAILMENT,4.8,A_entails_B,B_entails_A,The man is feeding a mouse to the snake.,The man is feeding a mouse to the snake.,SEMEVAL,SEMEVAL,TRAIN	[carefully, cautiously]
1618,A guy is cheerfully playing with the footbag,A guy is cheerfully playing with a footbag,ENTAILMENT,4.9,A_entails_B,B_entails_A,A guy is playing hackysack,A guy is playing hackysack,SEMEVAL,SEMEVAL,TRAIN	[]
1619,There is a guy cheerfully playing with a footbag,A guy is cheerfully playing with a footbag,ENTAILMENT,4.8,A_entails_B,B_entails_A,A guy is playing hackysack,A guy is playing hackysack,SEMEVAL,SEMEVAL,TEST	[There]
1658,A woman is peeling the potato,One woman is peeling a potato,ENTAILMENT,4.9,A_entails_B,B_entails_A,A woman is peeling a potato.,A woman peels a potato.,SEMEVAL,SEMEVAL,TEST	[One]
1664,A boat is sailing quietly over the water,A boat is sailing peacefully over the water,ENTAILMENT,4.8,A_entails_B,B_entails_A,A boat sails along the water.,A boat sails along the water.,SEMEVAL,SEMEVAL,TEST	[quietly, peacefully]
1667,The guitar is being played by the man,The guitar is being played by a man,ENTAILMENT,4.9,A_entails_B,B_entails_A,The man is playing the guitar.,The man is playing the guitar.,SEMEVAL,SEMEVAL,TEST	[]
1703,A man is emptying a container made of plastic completely,A man is emptying a container made of plastic,ENTAILMENT,4.7,A_entails_B,B_entails_A,A man is emptying a plastic container.,A man is emptying a plastic container.,SEMEVAL,SEMEVAL,TRIAL	[completely]
1715,An onion is being cut by a man,The onion is being cut by the man,ENTAILMENT,4.9,A_entails_B,B_entails_A,A man is cutting an onion.,A man is cutting an onion.,SEMEVAL,SEMEVAL,TRAIN	[An]
1719,An onion is being sliced by a man,An onion is being cut by a man,ENTAILMENT,4.8,A_entails_B,B_entails_A,A man is cutting an onion.,A man cuts an onion.,SEMEVAL,SEMEVAL,TRAIN	[sliced, cut]
1765,A boy is happily playing the piano,One boy is happily playing a piano,ENTAILMENT,5,A_entails_B,B_entails_A,A boy is playing the piano.,A boy is playing the piano.,SEMEVAL,SEMEVAL,TRAIN	[One]
1780,A cheetah is quickly running behind its prey.,The cheetah is running quickly behind its prey,ENTAILMENT,4.6,A_entails_B,B_entails_A,A cheetah is running behind its prey.,A cheetah is running behind its prey.,SEMEVAL,SEMEVAL,TRAIN	[prey., prey]
1789,A lion is pacing tiredly in a pen,The lion is pacing tiredly in the pen,ENTAILMENT,4.9,A_entails_B,B_entails_A,A lion is pacing in a pen.,A lion is pacing in a pen.,SEMEVAL,SEMEVAL,TRAIN	[]
1802,A flute is being played by a man,The flute is being played by one man,ENTAILMENT,4.9,A_entails_B,B_entails_A,A man is playing a flute.,A man is playing a flute.,SEMEVAL,SEMEVAL,TEST	[one]
1826,A girl is cutting the butter into two pieces,A girl is cutting butter into two pieces,ENTAILMENT,4.9,A_entails_B,B_entails_A,A girl is slicing a butter into two pieces.,A girl is slicing a butter into two pieces.,SEMEVAL,SEMEVAL,TEST	[]
1850,A man is carelessly smearing butter on a slice of garlic flavored bread ,The man is carelessly smearing butter on a slice of garlic bread,ENTAILMENT,4.8,A_entails_B,B_entails_A,A man is smearing butter on a slice of garlic bread.,A man is smearing butter on a slice of garlic bread.,SEMEVAL,SEMEVAL,TEST	[flavored]
1862,The parrot is speaking,A parrot is speaking,ENTAILMENT,5,A_entails_B,B_entails_A,A parrot is talking into a microphone.,A parrot is talking into a microphone.,SEMEVAL,SEMEVAL,TEST	[]
1872,A few kittens are eating,Some kittens are eating,ENTAILMENT,4.8,A_entails_B,B_entails_A,Five kittens are eating out of five dishes.,Five kittens are eating out of five dishes.,SEMEVAL,SEMEVAL,TEST	[few, Some]
1885,A person is singing and playing a guitar,A person is singing and playing the guitar,ENTAILMENT,4.9,A_entails_B,B_entails_A,A man is playing a guitar.,A man is playing a guitar.,SEMEVAL,SEMEVAL,TEST	[]
1888,A man is passionately playing a guitar,One man is passionately playing the guitar,ENTAILMENT,4.9,A_entails_B,B_entails_A,A man is playing a guitar and singing.,A man is playing a guitar and singing.,SEMEVAL,SEMEVAL,TRAIN	[One]
1922,One chimp is angrily kicking the target,A chimp is angrily kicking a target,ENTAILMENT,4.8,A_entails_B,B_entails_A,A chimp is kicking a target.,A chimp is kicking a target.,SEMEVAL,SEMEVAL,TEST	[One]
1956,A woman is putting on makeup carefully,A woman is putting on some makeup carefully,ENTAILMENT,4.9,A_entails_B,B_entails_A,A woman is putting on makeup.,A woman is putting on makeup.,SEMEVAL,SEMEVAL,TEST	[some]
1964,One person is playing the guitar and singing,A person is playing a guitar and singing,ENTAILMENT,4.9,A_entails_B,B_entails_A,A man is playing on a guitar and singing.,A man is playing on a guitar and singing.,SEMEVAL,SEMEVAL,TRIAL	[One]
1980,One truck is quickly going down the hill,A truck is quickly going down a hill,ENTAILMENT,4.9,A_entails_B,B_entails_A,A truck is going down a hill.,A truck is going down a hill.,SEMEVAL,SEMEVAL,TEST	[One]
1991,One man is intensely playing a guitar,The man is intensely playing the guitar,ENTAILMENT,4.8,A_entails_B,B_entails_A,The man is playing the guitar.,The man is playing the guitar.,SEMEVAL,SEMEVAL,TRAIN	[One]
2004,A man is riding a motorbike,A man is driving a motorbike,ENTAILMENT,4.6,A_entails_B,B_entails_A,A man is riding a motorcycle.,A man is riding a motorcycle.,SEMEVAL,SEMEVAL,TRAIN	[riding, driving]
2017,A man is dangerously throwing knives at the tree,A man is dangerously throwing knives at a tree,ENTAILMENT,5,A_entails_B,B_entails_A,A man is throwing knives at a tree.,A man is throwing knives at a tree.,SEMEVAL,SEMEVAL,TEST	[]
2043,The cat is playing with a device,A cat is playing with a device,ENTAILMENT,5,A_entails_B,B_entails_A,A cat is playing with an antenna.,A cat is playing with an antenna.,SEMEVAL,SEMEVAL,TEST	[]
2078,A woman is beating two eggs in a bowl and using a whisk made of wire,One woman is beating two eggs in the bowl and using a whisk made of wire,ENTAILMENT,5,A_entails_B,B_entails_A,A woman is beating two eggs in a bowl using a wire whisk.,A woman is beating two eggs in a bowl using a wire whisk.,SEMEVAL,SEMEVAL,TRAIN	[One]
2129,A small boy is playing with a dog,The small boy is playing with the dog,ENTAILMENT,5,A_entails_B,B_entails_A,a small boy is playing with a dog,a small boy is playing with a dog,SEMEVAL,SEMEVAL,TEST	[]
2139,The man is slicing some potatoes,The man is slicing potatoes,ENTAILMENT,5,A_entails_B,B_entails_A,a man is slicing potatoes,a man is slicing potatoes,SEMEVAL,SEMEVAL,TRAIN	[some]
2149,A man is taking pictures of a lake,A man is attentively taking pictures of a lake,ENTAILMENT,4.7,A_entails_B,B_entails_A,a man is taking pictures of a lake,a man is taking pictures of a lake,SEMEVAL,SEMEVAL,TEST	[attentively]
2164,A woman is using a machine made for sewing,A woman is using a sewing machine,ENTAILMENT,4.8,A_entails_B,B_entails_A,a woman is using a sewing machine,a woman is using a sewing machine,SEMEVAL,SEMEVAL,TRAIN	[made, for]
2168,A woman is sewing with a machine,A woman is using a sewing machine,ENTAILMENT,4.9,A_entails_B,B_entails_A,a woman is using a sewing machine,a woman is sewing on a machine,SEMEVAL,SEMEVAL,TEST	[with, using]
2170,A woman is using a sewing machine,A woman is sewing with a machine,ENTAILMENT,5,A_entails_B,B_entails_A,a woman is sewing on a machine,a woman is using a sewing machine,SEMEVAL,SEMEVAL,TRAIN	[using, with]
2174,The woman is cracking two eggs into a bowl made of glass,The woman is cracking two eggs into a glass bowl,ENTAILMENT,5,A_entails_B,B_entails_A,a woman cracks two eggs into a glass bowl,a woman cracks two eggs into a glass bowl,SEMEVAL,SEMEVAL,TEST	[made, of]
2191,A man is putting garlic on some slices of bread,A man is putting garlic on some bread slices,ENTAILMENT,5,A_entails_B,B_entails_A,a man is putting garlic on some bread slices,a man is putting garlic on some bread slices,SEMEVAL,SEMEVAL,TEST	[of]
2215,Someone is falling off the horse,Someone is falling off a horse,ENTAILMENT,4.8,A_entails_B,B_entails_A,someone fell off a horse,someone fell off a horse,SEMEVAL,SEMEVAL,TRAIN	[]
2235,A dog is pushing a toddler into a rain puddle,A dog is pushing a toddler into a puddle of rain,ENTAILMENT,4.9,A_entails_B,B_entails_A,a dog pushes a toddler into a rain puddle,a dog pushes a toddler into a rain puddle,SEMEVAL,SEMEVAL,TRAIN	[of]
2255,A man is playing the guitar,A man is strumming the guitar,ENTAILMENT,4.6,A_entails_B,B_entails_A,a man is playing the guitar,a man is playing the guitar,SEMEVAL,SEMEVAL,TEST	[playing, strumming]
2282,A cat is playing with a watermelon,One cat is playing with a watermelon,ENTAILMENT,4.9,A_entails_B,B_entails_A,a cat is playing with a watermelon,a cat is playing with a watermelon,SEMEVAL,SEMEVAL,TRAIN	[One]
2288,One cat is playing with a watermelon,The cat is playing with a watermelon,ENTAILMENT,5,A_entails_B,B_entails_A,the cat played with a watermelon,a cat is playing with a watermelon,SEMEVAL,SEMEVAL,TRAIN	[One]
2290,A cat is playing with a watermelon,The cat is playing with a watermelon,ENTAILMENT,5,A_entails_B,B_entails_A,a cat is playing with a watermelon,the cat played with a watermelon,SEMEVAL,SEMEVAL,TEST	[]
2291,The boy is playing a guitar,A boy is playing a guitar,ENTAILMENT,4.8,A_entails_B,B_entails_A,a boy is playing a guitar,a boy is playing a guitar,SEMEVAL,SEMEVAL,TRAIN	[]
2300,A woman is wakeboarding on a lake,One woman is wakeboarding on the lake,ENTAILMENT,4.7,A_entails_B,B_entails_A,a woman is wake boarding on a lake,a woman is wake boarding on a lake,SEMEVAL,SEMEVAL,TEST	[One]
2309,Someone is banging the lens of a camera against a nail,Someone is banging a camera lens against a nail,ENTAILMENT,4.9,A_entails_B,B_entails_A,someone is banging a camera lense against a nail,someone is banging a camera lense against a nail,SEMEVAL,SEMEVAL,TRAIN	[of]
2322,A person is slicing an onion,A person is cutting an onion,ENTAILMENT,4.8,A_entails_B,B_entails_A,a person cuts an onion,a person cuts an onion,SEMEVAL,SEMEVAL,TRAIN	[slicing, cutting]
2325,One person is cutting an onion,A person is cutting an onion,ENTAILMENT,4.9,A_entails_B,B_entails_A,a person is cutting an onion,a person is cutting an onion,SEMEVAL,SEMEVAL,TEST	[One]
2328,A person is cutting an onion,One person is cutting an onion,ENTAILMENT,4.8,A_entails_B,B_entails_A,a person cuts an onion,a person is cutting an onion,SEMEVAL,SEMEVAL,TEST	[One]
2337,The oriental lady is cutting a carrot into thin pieces,The oriental lady is cutting a carrot into pieces that are thin,ENTAILMENT,5,A_entails_B,B_entails_A,an oriental lady is cutting a carrot into thin pieces,an oriental lady is cutting a carrot into thin pieces,SEMEVAL,SEMEVAL,TEST	[that, are]
2346,A man is pouring a plate of shredded cheese into a pot of sauce,A man is pouring a plate of cheese which is shredded into a pot of sauce,ENTAILMENT,5,A_entails_B,B_entails_A,a man pours a plate of shredded cheese into a pot of sauce,a man pours a plate of shredded cheese into a pot of sauce,SEMEVAL,SEMEVAL,TEST	[which]
2349,The woman is adding cheese to the sauce,The lady is adding cheese to the sauce,ENTAILMENT,4.8,A_entails_B,B_entails_A,the lady added cheese to the sauce,the lady added cheese to the sauce,SEMEVAL,SEMEVAL,TEST	[woman, lady]
2368,A man is playing the guitar,One man is playing the guitar,ENTAILMENT,4.9,A_entails_B,B_entails_A,a man is playing the guitar,a man is playing the guitar,SEMEVAL,SEMEVAL,TRAIN	[One]
2370,The man is playing an acoustic guitar,The man is playing a guitar which is acoustic,ENTAILMENT,4.9,A_entails_B,B_entails_A,a man plays an acoustic guitar,a man plays an acoustic guitar,SEMEVAL,SEMEVAL,TEST	[an, which]
2396,The man is slicing a potato,The man is slicing the potato,ENTAILMENT,5,A_entails_B,B_entails_A,the man is slicing a potato,a man is slicing potato,SEMEVAL,SEMEVAL,TEST	[]
2397,Somebody is cutting a tomato,Someone is cutting a tomato,ENTAILMENT,5,A_entails_B,B_entails_A,someone is cutting a tomato,someone is cutting a tomato,SEMEVAL,SEMEVAL,TRAIN	[Somebody, Someone]
2399,The lady is slicing a tomato,The woman is slicing a tomato,ENTAILMENT,4.7,A_entails_B,B_entails_A,the lady sliced a tomatoe,the lady sliced a tomatoe,SEMEVAL,SEMEVAL,TEST	[lady, woman]
2406,A man is preparing some dish,A man is preparing a dish,ENTAILMENT,5,A_entails_B,B_entails_A,a man is preparing some dish,a man is preparing some dish,SEMEVAL,SEMEVAL,TEST	[some]
