pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
196	Nobody is on a motorcycle and is standing on the seat	A motorcycle rider is standing up on the seat of a white motorcycle	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A motorcycle rider starts to sand up on the seat of his white motorcycle.	Someone is on a black and white motorcycle and putting their feet on the seat.	FLICKR	FLICKR	TEST
198	Someone is on a black and white motorcycle and is standing on the seat	No motorcycle rider is standing up on the seat of a motorcycle	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	Someone is on a black and white motorcycle and putting their feet on the seat.	A motorcycle rider starts to sand up on the seat of his white motorcycle.	FLICKR	FLICKR	TEST
201	There is no motorcyclist riding a motorbike along a roadway	A motorcyclist is riding a motorbike along a roadway	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	A motorcyclist is riding their sponsored car along a roadway that has recently turned.	A motorcyclist is riding their sponsored car along a roadway that has recently turned.	FLICKR	FLICKR	TRAIN
207	There is no motorcyclist riding a motorbike along a roadway	A motorcyclist with a red helmet is riding a blue motorcycle down the road	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	A motorcyclist with a red helmet rides his blue motorcycle down the road.	A motorcyclist is riding their sponsored car along a roadway that has recently turned.	FLICKR	FLICKR	TEST
210	There is no dog leaping in the air	A dog is leaping high in the air and another is watching	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	A dog leaps high in the air while another watches.	A dog leaps high in the air while another watches.	FLICKR	FLICKR	TEST
219	There is no girl in white dancing	A girl in white is dancing	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	A girl in white dances.	A girl in white dances.	FLICKR	FLICKR	TRIAL
230	The children of a family are playing and waiting	There are no children playing and waiting	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	The children of a family play while they wait.	The children of a family play while they wait.	FLICKR	FLICKR	TEST
232	Three Asian kids are dancing and a man is looking	Three Asian kids are dancing and there is no man looking	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	Three Asian kids dance while a man looks on.	Three Asian kids dance while a man looks on.	FLICKR	FLICKR	TRAIN
244	The woman is not wearing glasses or a headdress	The woman is wearing glasses and a black headdress	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	The woman in glasses is wearing a black head dress.	The woman in glasses is wearing a black head dress.	FLICKR	FLICKR	TEST
247	The woman is not wearing glasses or a headdress	A woman is wearing an Egyptian headdress	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A woman wears an Egytian-like headdress.	The woman in glasses is wearing a black head dress.	FLICKR	FLICKR	TEST
254	A hiker is on top of the mountain and is dancing	There is no hiker dancing on top of the mountain	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	This hiker does a dance of joy on top of the mountain.	This hiker does a dance of joy on top of the mountain.	FLICKR	FLICKR	TRAIN
256	There is no man on a rock high above some trees standing in a strange position	A man is on a rock high above some trees and is standing in a strange position	CONTRADICTION	4.3	A_contradicts_B	B_contradicts_A	A man stands in a strange position on a rock high above some trees.	A man stands in a strange position on a rock high above some trees.	FLICKR	FLICKR	TRAIN
266	The brown horse is near a red barrel at the rodeo	The brown horse is far from a red barrel at the rodeo	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	The brown horse is next to a red barrel at the rodeo.	The brown horse is next to a red barrel at the rodeo.	FLICKR	FLICKR	TRAIN
276	The boy is sitting near the blue ocean	The boy is wading through the blue ocean	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	The boy is wading through the blue ocean.	The boy is wading through the blue ocean.	FLICKR	FLICKR	TRAIN
283	A man is playing a guitar on stage	There is no man playing a guitar on stage	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A man rocks out on stage with his guitar.	A man rocks out on stage with his guitar.	FLICKR	FLICKR	TRAIN
301	A nude lady is walking in front of a crowd in body paint	There is no lady walking in body paint in front of a crowd 	CONTRADICTION	2.9	A_contradicts_B	B_contradicts_A	A nude lady walks in front of a crowd in body paint.	A nude lady walks in front of a crowd in body paint.	FLICKR	FLICKR	TRAIN
312	A crowd of people is near the water	A crowd of people is far from the water	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	Crowd of people near the water.	Crowd of people near the water.	FLICKR	FLICKR	TRAIN
314	A group of children in uniforms is standing at a gate and there is no one kissing the mother	A group of children in uniforms is standing at a gate and one is kissing the mother	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	Group of schoolchildren in uniforms standing at a gate, one kissing her mother goodbye.	Group of schoolchildren in uniforms standing at a gate, one kissing her mother goodbye.	FLICKR	FLICKR	TEST
325	A man is pointing at a silver sedan	There is no man pointing at a car	CONTRADICTION	4.1	A_contradicts_B	B_contradicts_A	A man in the near distance is pointing to a silver sedan near him.	A man in the near distance is pointing to a silver sedan near him.	FLICKR	FLICKR	TEST
341	There is no girl with a black bag on a crowded train	A girl with a black bag is on a crowded train	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	A girl with a black bag in a cramped position on a train	A girl with a black bag in a cramped position on a train	FLICKR	FLICKR	TRAIN
352	There is no dog chasing another or holding a stick in its mouth	A dog is chasing another and is holding a stick in its mouth	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	A German Shepherd chases another with a stick in his mouth.	A German Shepherd chases another with a stick in his mouth.	FLICKR	FLICKR	TEST
355	There is no dog running and carrying an object in its mouth	Two dogs are running and carrying an object in their mouths	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	Two German shepherd dogs are running with an object in one's mouth.	Two German shepherd dogs are running with an object in one's mouth.	FLICKR	FLICKR	TEST
357	There is no dog running and carrying an object in its mouth	A dog is chasing another and is holding a stick in its mouth	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	A German Shepherd chases another with a stick in his mouth.	Two German shepherd dogs are running with an object in one's mouth.	FLICKR	FLICKR	TEST
363	A soccer ball is not rolling into a goal net	A soccer ball is rolling into a goal net	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	View of a soccer ball being kicked into a goal net	View of a soccer ball being kicked into a goal net	FLICKR	FLICKR	TRAIN
372	A man is sitting on a chair and rubbing his eyes	There is no man sitting on a chair and rubbing his eyes	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	A man sitting on a chair rubbing his eye.	A man sitting on a chair rubbing his eye.	FLICKR	FLICKR	TRAIN
392	There is no man wearing clothes that are covered with paint or is sitting outside in a busy area writing something	A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something	CONTRADICTION	4.1	A_contradicts_B	B_contradicts_A	A man whose clothes are covered in paint is writing something down while sitting outside in a busy area.	A man whose clothes are covered in paint is writing something down while sitting outside in a busy area.	FLICKR	FLICKR	TRAIN
395	A man is sitting near a bike and is writing a note	There is no man writing a note near a bike	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	A man writes a note while sitting next to a crate and a bike.	A man writes a note while sitting next to a crate and a bike.	FLICKR	FLICKR	TRAIN
423	Two men are not holding fishing poles	Two men are holding fishing poles	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	Two men holding their fishing poles.	Two men holding their fishing poles.	FLICKR	FLICKR	TRAIN
425	There is no man standing near the water and holding fishing poles	Two men are standing near the water and are holding fishing poles	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	Two men stand near the water with their fishing poles.	Two men stand near the water with their fishing poles.	FLICKR	FLICKR	TEST
431	Two men are not holding fishing poles	Two men are standing near the water and are holding fishing poles	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	Two men stand near the water with their fishing poles.	Two men holding their fishing poles.	FLICKR	FLICKR	TEST
454	Two children and an adult are standing next to a tree limb	Two children and an adult are not standing next to a tree limb	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	Two children and an adult standing next to a tree limb.	Two children and an adult standing next to a tree limb.	FLICKR	FLICKR	TRAIN
456	There is no child hanging on a large branch	Two children are hanging on a large branch	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	Two children hanging on a large branch.	Two children hanging on a large branch.	FLICKR	FLICKR	TEST
463	There is no man dressed in black and riding a green bike	A man dressed in black is riding a bike	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	A man dressed in black rides a green bike.	A man dressed in black rides a green bike.	FLICKR	FLICKR	TEST
466	A man is performing a trick on a green bicycle	There is no man performing a trick on a green bicycle	CONTRADICTION	4.8	A_contradicts_B	B_contradicts_A	A man performs a stoppie trick on his BMX green bicycle with no hands.	A man performs a stoppie trick on his BMX green bicycle with no hands.	FLICKR	FLICKR	TEST
474	There is no child holding a squirt gun	A child is holding a squirt gun	CONTRADICTION	3.035	A_contradicts_B	B_contradicts_A	A child with a squirt gun.	A child with a squirt gun.	FLICKR	FLICKR	TEST
476	There is no child holding a water gun or getting sprayed with water	A laughing child is holding a water gun and getting sprayed with water	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	A laughing child is holding a water gun and getting sprayed with water.	A laughing child is holding a water gun and getting sprayed with water.	FLICKR	FLICKR	TRAIN
478	A child is holding a squirt gun	There is no child holding a water gun or getting sprayed with water	CONTRADICTION	4.085	A_contradicts_B	B_contradicts_A	A child with a squirt gun.	A laughing child is holding a water gun and getting sprayed with water.	FLICKR	FLICKR	TEST
480	There is no child holding a squirt gun	A laughing child is holding a water gun and getting sprayed with water	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A laughing child is holding a water gun and getting sprayed with water.	A child with a squirt gun.	FLICKR	FLICKR	TEST
489	There is no dog playing with a red ball	Two daschunds are playing with a red ball	CONTRADICTION	3	A_contradicts_B	B_contradicts_A	Two daschunds play with a red ball	Two brown dogs fight over a red ball while playing in the grass.	FLICKR	FLICKR	TRAIN
492	The black and white dog is running and a person stands behind it	The black and white dog isn't running and there is no person standing behind	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	A black and white dog running from under a yellow cover with a person behind them.	A black and white dog running from under a yellow cover with a person behind them.	FLICKR	FLICKR	TEST
503	A man isn't sitting comfortably at the table	A man is sitting comfortably at a table	CONTRADICTION	3.45	A_contradicts_B	B_contradicts_A	A man sits at a table.	A man sits at a table.	FLICKR	FLICKR	TEST
506	A man wearing a dyed black shirt is sitting at the table and laughing	There is no man wearing a shirt dyed black, sitting at the table and laughing	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	A man wearing a black shirt laughs while sitting at the table.	A man wearing a black shirt laughs while sitting at the table.	FLICKR	FLICKR	TRAIN
519	The woman wearing silver pants, pink bellbottoms and a pink scarf isn't riding a bike	The woman wearing silver pants, pink bellbottoms and a pink scarf is riding a bike	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	A woman with silver pants and pink bellbottoms, and a pink scarf riding her bike by a fence, with a buildings in the background.	A woman with silver pants and pink bellbottoms, and a pink scarf riding her bike by a fence, with a buildings in the background.	FLICKR	FLICKR	TEST
529	A biker is naked	A biker is wearing gear which is black	CONTRADICTION	3.315	A_contradicts_B	B_contradicts_A	A biker is wearing all black gear with buildings and a tree with no leaves nearby.	A biker is wearing all black gear with buildings and a tree with no leaves nearby.	FLICKR	FLICKR	TRAIN
532	There is no man wearing a black helmet and pushing a bicycle	One man is wearing a black helmet and pushing a bicycle	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	A man wearing a black helmet is pushing his bicycle.	A man wearing a black helmet is pushing his bicycle.	FLICKR	FLICKR	TEST
542	The man in a grey t-shirt is sitting on a rock in front of the waterfall	There is no man in a grey t-shirt sitting on a rock in front of the waterfall	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	a man in a grey shirt is sitting on a rock in front of a waterfall.	a man in a grey shirt is sitting on a rock in front of a waterfall.	FLICKR	FLICKR	TRAIN
555	A dog, which is brown, and a black one are running in the grass	There is no dog running in the grass	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	A brown dog and a black dog run into each other in the grass.	A brown dog and a black dog run into each other in the grass.	FLICKR	FLICKR	TRAIN
571	A white and brown dog is walking through the water with difficulty	There is no white and brown dog pacing with through the water difficulty	CONTRADICTION	2.6	A_contradicts_B	B_contradicts_A	A white and brown dog is walking through the water.	A white and brown dog is walking through the water.	FLICKR	FLICKR	TEST
584	The children aren't playing in front of a large door	The children are playing in front of a large door	CONTRADICTION	4.3	A_contradicts_B	B_contradicts_A	Children play in front of a large door.	Children play in front of a large door.	FLICKR	FLICKR	TEST
592	A woman is taking off a cloak, which is very large, and revealing an extravagant dress	A woman is putting on a cloak, which is very large, and concealing an extravagant dress	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	A woman taking off a large cloak revealing a extravagant dress	A woman taking off a large cloak revealing a extravagant dress	FLICKR	FLICKR	TRIAL
594	There is no black, red, white and pink dress being worn by a woman	A black, red, white and pink dress is being worn by a woman	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	a woman wearing a black, red, white and pink dress	a woman wearing a black, red, white and pink dress	FLICKR	FLICKR	TEST
604	A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling	There is no young lady with light brown hair wearing a red necklace, a sweatshirt and earrings and smiling	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	A young woman with light brown hair wearing a red beaded neclace, a Gonzaga sweatshirt and earrings stands smiling.	A young woman with light brown hair wearing a red beaded neclace, a Gonzaga sweatshirt and earrings stands smiling.	FLICKR	FLICKR	TRAIN
614	A boy is climbing up a wall artificially built for climbing and is attached to a rope	A boy is coming down a wall artificially built for climbing and isn't attached to the rope	CONTRADICTION	3.935	A_contradicts_B	B_contradicts_A	A boy is climbing up an artificial climbing wall whilst attached to a rope.	A boy is climbing up an artificial climbing wall whilst attached to a rope.	FLICKR	FLICKR	TEST
630	A man isn't tossing a kid into the swimming pool that is near the ocean	The man is tossing a kid into the swimming pool that is near the ocean	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	The man tossed a child into the swimming pool near the ocean.	The man tossed a child into the swimming pool near the ocean.	FLICKR	FLICKR	TRIAL
653	A young boy isn't climbing a wall made of rock	The young boy is climbing the wall made of rock	CONTRADICTION	4.1	A_contradicts_B	B_contradicts_A	a young boy climbs the rock wall.	a young boy climbs the rock wall.	FLICKR	FLICKR	TRAIN
668	The cyclist is performing a trick in the air	The cyclist isn't performing a trick in the air	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	A male doing a bicycle trick in midair.	A male doing a bicycle trick in midair.	FLICKR	FLICKR	TRAIN
674	A man is failing to perform a bicycle trick in midair	The cyclist is performing a trick in the air	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	A male doing a bicycle trick in midair.	A trick cyclist takes air.	FLICKR	FLICKR	TEST
677	A dog, which is black, and a white one are ignoring each other in the street	A dog, which is black, and a white one are staring at each other in the street	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A black dog and a white dog with brown spots are staring at each other in the street.	A black dog and a white dog with brown spots are staring at each other in the street.	FLICKR	FLICKR	TEST
680	Two dogs of different breeds are looking at each other across a street	There are no dogs of different breeds looking at each other across a street	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	Two dogs of different breeds looking at each other on the road.	Two dogs of different breeds looking at each other on the road.	FLICKR	FLICKR	TRAIN
693	A dog which is furry and black is in a back yard and is carrying a basket in its mouth	There is no dog which is furry and black in a back yard carrying a basket in its mouth.	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	A furry black dog in a back yard carrying a basket in its mouth.	A furry black dog in a back yard carrying a basket in its mouth.	FLICKR	FLICKR	TRAIN
703	Two large persons are sitting on a park bench and they have a bottle of soda between them	Two large persons are standing near a park bench and they have nothing between them	CONTRADICTION	4.1	A_contradicts_B	B_contradicts_A	A large man and large woman sitting on a park bench with a bottle of soda between them.	A large man and large woman sitting on a park bench with a bottle of soda between them.	FLICKR	FLICKR	TRAIN
706	A man and a woman are sitting comfortably on the bench	Nobody is sitting comfortably on the bench	CONTRADICTION	3.585	A_contradicts_B	B_contradicts_A	A man and a woman sitting on a bench.	A man and a woman sitting on a bench.	FLICKR	FLICKR	TEST
717	A few men in a competition are running outside	A few men in a competition are running indoors	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	Two men running outside in a competition.	Two men running outside in a competition.	FLICKR	FLICKR	TRIAL
727	A man with a camera is studying the subject	There is no man with a camera studying the subject	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A man with a camera studies his work.	A man with a camera studies his work.	FLICKR	FLICKR	TRAIN
730	The man in the purple hat isn't operating a camera that makes videos	The man in the purple hat is operating a camera that makes videos	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	The man in the purple hat is operating a video camera.	The man in the purple hat is operating a video camera.	FLICKR	FLICKR	TRAIN
751	A classroom is full of students	A classroom is empty	CONTRADICTION	2.3	A_contradicts_B	B_contradicts_A	A class full of students.	A class full of students.	FLICKR	FLICKR	TEST
753	The presentation isn't being watched by a classroom of students	The presentation is being watched by a classroom of students	CONTRADICTION	4.4	A_contradicts_B	B_contradicts_A	A classroom of students watching a presentation.	A classroom of students watching a presentation.	FLICKR	FLICKR	TEST
782	A dog is excitedly playing with water in the grass	There is no dog excitedly playing with water in the grass	CONTRADICTION	3.75	A_contradicts_B	B_contradicts_A	A German shepherd playing with water in the grass.	A German shepherd playing with water in the grass.	FLICKR	FLICKR	TEST
785	The dog is snapping at some droplets of water	The dog isn't snapping at some droplets of water	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	German Shepard standing up snapping at droplets of water	German Shepard standing up snapping at droplets of water	FLICKR	FLICKR	TRAIN
797	Nobody is in the snow wearing clothes that provide camouflage	Two people are in the snow, wearing clothes that provide camouflage	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	Two people wearing camouflage clothing in the snow with two dogs.	Two people wearing camouflage clothing in the snow with two dogs.	FLICKR	FLICKR	TRAIN
798	Two people are in the snow not wearing clothes, which provides camouflage. 	Two people are in the snow, wearing clothes that provide camouflage	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	Two people wearing camouflage clothing in the snow with two dogs.	Two people wearing camouflage clothing in the snow with two dogs.	FLICKR	FLICKR	TEST
806	A girl from Asia, in front of a brick window, doesn't look surprised	A girl from Asia, in front of a brick window, looks surprised	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	girl wearing radio t-shirt has open mouth	girl wearing radio t-shirt has open mouth	FLICKR	FLICKR	TEST
809	There is no girl wearing a t-shirt and keeping her mouth open	A girl is wearing a t-shirt and has her mouth open.	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	an asian girl looking surprised in front of a brick window	an asian girl looking surprised in front of a brick window	FLICKR	FLICKR	TEST
819	A person in biking gear is standing steadily in front of some mountains 	There is no person in bike gear standing steadily in front of the mountains	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A person in bike riding gear standing with mountains in the background.	A person in bike riding gear standing with mountains in the background.	FLICKR	FLICKR	TEST
828	The football is between the feet of a boy who is lying on the grass	The football isn't between the feet of a boy who is lying in the grass	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	A boy laying on the grass face down with a football at his feet.	A boy laying on the grass face down with a football at his feet.	FLICKR	FLICKR	TEST
831	There is no little kid playing football and falling into the grass	The little kid is playing football and falling into the grass	CONTRADICTION	4.1	A_contradicts_B	B_contradicts_A	The little boy fell face first into the grass while playing football.	The little boy fell face first into the grass while playing football.	FLICKR	FLICKR	TRAIN
854	There is no dog joyfully running on the grass	A black and a white dog are joyfully running on the grass	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	A black and a white dog are running on the grass.	A black and a white dog are running on the grass.	FLICKR	FLICKR	TEST
864	A lot of people are in an ice skating park	Not a lot of people are in an ice skating park	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	An outdoor ice skating rink full of people.	An outdoor ice skating rink full of people.	FLICKR	FLICKR	TRAIN
865	A lot of people are in an ice skating park	There aren't many people in the ice skating park	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	An outdoor ice skating rink full of people.	An outdoor ice skating rink full of people.	FLICKR	FLICKR	TEST
868	An ice skating rink placed outdoors is empty	An ice skating rink placed outdoors is full of people	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	An ice skating park in winter, with many people.	An ice skating park in winter, with many people.	FLICKR	FLICKR	TRAIN
874	An ice skating rink placed outdoors is full of people	There aren't many people in the ice skating park	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	An ice skating park in winter, with many people.	An outdoor ice skating rink full of people.	FLICKR	FLICKR	TRAIN
881	The girl in the blue and white uniform isn't cheering	The girl in the blue and white uniform is cheering	CONTRADICTION	4.1	A_contradicts_B	B_contradicts_A	Girl in blue and white uniform doing cheers	Girl in blue and white uniform doing cheers	FLICKR	FLICKR	TRAIN
891	There is no one on the shore	A bunch of people is on the shore	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A bunch of people at the beach.	A bunch of people at the beach.	FLICKR	FLICKR	TEST
897	People are on a beach full of sand by the ocean and are enjoying a sunny day	There is no one on the shore	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	People are enjoying a sunny day on a sandy beach by the ocean.	A bunch of people at the beach.	FLICKR	FLICKR	TEST
